index,probability_gcforest,label_gcforest,probability_logistic,label_logistic,probability_mlp,label_mlp,probability_random_forest,label_random_forest,probability_svm,label_svm
191,0.680782328,1,0.504084254,0,0.556150499,1,0.857142857,0,0.589002814,1
192,0.746127479,1,0.904976097,0,0.799737972,0,0.508928571,1,0.960274105,0
194,0.748910645,1,0.75760466,0,0.625911578,1,0.807142857,1,0.696367744,0
195,0.88705493,1,0.999794147,1,0.999386193,1,0.896428571,0,0.999999984,1
197,0.96980138,1,0.991845124,1,0.869162415,1,0.947619048,0,0.995640287,1
198,0.942965897,0,0.505934834,1,0.588622917,1,0.522657137,0,0.555931802,1
199,0.887962082,1,0.652160629,1,0.6658412,1,0.882142857,1,0.765195745,1
203,0.752664249,1,0.719228477,0,0.622244138,0,0.985714286,1,0.633505727,0
205,0.734326655,0,0.59592229,0,0.566670068,1,0.642261905,1,0.63148713,0
206,0.883308305,1,0.550902972,0,0.572658863,1,0.944047619,1,0.54095089,0
208,0.612431762,0,0.642768862,0,0.649354875,0,0.667857143,0,0.541901468,0
209,0.947162965,0,0.58618689,0,0.560846572,1,0.910396555,0,0.611028799,0
211,0.613406308,0,0.960763997,0,0.509165051,0,0.853571429,1,0.975465478,0
214,0.940042657,0,0.710875546,1,0.560236945,1,0.620735039,0,0.78241798,1
217,0.740859208,1,0.623567954,0,0.61796099,1,0.775385154,0,0.558140878,0
218,0.728207645,0,0.578810484,1,0.539870248,1,0.680504856,0,0.629919302,1
222,0.723980481,0,0.679476003,0,0.647712109,1,0.663915088,1,0.682636163,0
224,0.798450308,0,0.592056071,1,0.711712307,1,0.8375,1,0.574100412,1
225,0.964316423,0,0.528099316,0,0.593547399,0,0.830968087,0,0.539333148,0
228,0.933001458,0,0.870800839,1,0.867153032,1,0.992857143,1,0.889007839,1
229,0.890851864,1,0.612291617,0,0.588247216,1,0.975,1,0.663707699,0
232,0.544839837,0,0.995546474,1,0.518567455,1,0.93148005,0,0.999992311,1
234,0.857185637,0,0.732736103,0,0.587875294,0,0.854031663,0,0.748632052,0
236,0.750143559,1,0.938648852,0,0.782993001,0,0.516666667,0,0.923172895,0
241,0.991655383,0,0.60972191,0,0.526032111,0,0.952096604,0,0.573945122,0
242,0.877969143,1,0.873431338,0,0.547848634,0,0.732142857,1,0.856638089,0
244,0.958365615,0,0.510114465,0,0.579741908,0,0.848236304,0,0.528181388,1
247,0.89106947,0,0.56149176,0,0.554517883,0,0.867680524,0,0.571639893,1
248,0.73751317,1,0.958295237,1,0.700755409,1,0.95,0,0.926351913,1
256,0.9207193,0,0.612705018,1,0.594792714,1,0.539622504,1,0.751238343,1
258,0.64569985,1,0.692827581,0,0.748510826,0,0.836904762,0,0.698472901,0
260,0.962663034,0,0.936690117,0,0.689235943,0,0.822987603,0,0.948786417,0
261,0.635524534,0,0.961454805,1,0.583556081,0,0.985466761,0,0.982832304,1
264,0.753300443,1,0.826078672,1,0.531607783,0,0.864285714,0,0.708249179,1
269,0.544839837,0,0.816317157,1,0.545856882,1,0.502380952,1,0.875031924,1
273,0.730645012,1,0.852834659,0,0.66662824,0,0.757142857,0,0.866533806,0
275,0.741827038,1,0.7153114,0,0.516041622,0,0.537619048,0,0.664800448,0
280,0.838453062,0,0.948610654,0,0.588851413,0,0.745364517,1,0.961241503,0
285,0.761040344,1,0.622107621,0,0.543875268,1,0.95952381,1,0.634715777,0
286,0.874823376,0,0.926992746,0,0.604892439,0,0.778571429,1,0.923068471,0
287,0.581449703,0,0.901875947,0,0.7285356,0,0.621428571,1,0.849837141,0
289,0.732846667,0,0.784637998,0,0.624720699,1,0.718445199,1,0.81353836,0
290,0.938239905,0,0.772572196,0,0.549841486,0,0.865294827,0,0.721547708,0
292,0.720544289,0,0.622287451,0,0.589263961,1,0.698809524,0,0.606151035,0
293,0.891298187,1,0.659809416,0,0.620950494,0,1,1,0.73896678,0
296,0.743143773,1,0.669347033,1,0.666011226,0,0.892857143,0,0.729089718,1
297,0.746127479,1,0.648281382,0,0.568331777,0,0.653571429,0,0.695558168,0
302,0.768153518,0,0.500127079,1,0.727433365,1,0.648095238,0,0.61730223,1
306,0.815973536,0,0.879780493,0,0.677552837,0,0.799148427,1,0.844045328,0
307,0.8472939,0,0.7049966,1,0.57996196,1,0.973997697,0,0.699932831,1
308,0.731251221,1,0.541632858,1,0.704764947,1,0.882142857,1,0.567256226,1
309,0.748105534,0,0.884329137,0,0.596873191,0,0.86784311,0,0.906722602,0
314,0.95769885,0,0.578536686,0,0.677172321,0,0.729592676,0,0.592248536,0
320,0.977078388,0,0.64075186,0,0.595817889,0,0.990473553,0,0.647552268,0
321,0.787813513,0,0.530451558,1,0.825649868,0,0.895135403,0,0.536144157,1
322,0.890424886,1,0.96127161,1,0.605554326,0,0.985714286,1,0.978171314,1
323,0.886128182,1,0.53698812,1,0.631956521,0,0.95,1,0.528449178,1
324,0.954965161,1,0.966847564,1,0.947304558,1,0.927380952,0,0.980408301,1
325,0.724529425,0,0.736886838,1,0.524960857,1,0.621795068,0,0.711977895,1
328,0.61038656,0,0.640217893,0,0.54779114,1,0.771428571,0,0.707834696,0
329,0.727273655,0,0.623187913,1,0.6130673,0,0.797998439,0,0.604457485,1
331,0.984046917,0,0.637383117,1,0.650973641,1,0.554162902,0,0.635440714,1
332,0.61040919,0,0.617438171,1,0.570627947,1,0.910762548,1,0.626342852,1
333,0.805456438,0,0.823202302,0,0.515138669,0,0.808857666,0,0.856036538,0
335,0.754330739,1,0.60788313,0,0.558386329,0,0.6325,1,0.646432595,0
337,0.746180003,1,0.510272478,1,0.543335623,0,0.747619048,1,0.60368559,1
338,0.52691634,0,0.957518963,1,0.723328206,1,0.578571429,0,0.967062796,1
339,0.756751835,1,0.749315794,0,0.669129495,0,0.939285714,1,0.83935935,0
340,0.728207645,0,0.603273189,0,0.768839274,1,0.832142857,1,0.598686298,0
341,0.891298187,1,0.579463417,1,0.598891666,1,0.975,1,0.527551431,1
343,0.890425716,1,0.568976339,0,0.531478041,0,0.91547619,1,0.60192433,0
346,0.758672307,1,0.956388193,0,0.829645049,0,0.825,0,0.955582981,0
347,0.75935259,1,0.946790218,1,0.678824266,1,0.56547619,0,0.953388691,1
348,0.563756901,1,0.588717944,1,0.559143138,0,0.619120505,1,0.644609206,1
351,0.6146515,0,0.563757066,0,0.579373371,0,0.567261905,0,0.525610625,1
357,0.573072413,1,0.985120569,0,0.614624028,0,0.535714286,0,0.990636477,0
358,0.863976525,0,0.634742004,0,0.546670341,1,0.800530234,1,0.611684977,0
365,0.76230136,0,0.784766358,0,0.599072729,0,0.63712304,1,0.789147195,0
369,0.891511202,1,0.708914126,0,0.641829377,0,0.777380952,1,0.694532516,0
372,0.939226088,0,0.662307231,1,0.605485082,1,0.637615232,0,0.759612427,1
373,0.887294443,1,0.848327128,1,0.682061697,0,0.879761905,1,0.861034329,1
377,0.53965589,0,0.800016494,1,0.684216221,1,0.844890382,1,0.892357133,1
379,0.886128182,1,0.811878913,0,0.502555442,1,0.571428571,1,0.749456384,0
380,0.88705493,1,0.893863662,1,0.95915019,1,0.775,0,0.965191172,1
381,0.753300443,1,0.946339237,1,0.70010299,1,0.892857143,0,0.911006973,1
383,0.965903945,0,0.644690195,0,0.671657054,0,0.952375642,0,0.610159993,0
384,0.910781168,0,0.978227551,0,0.593885404,0,0.816666667,1,0.986278201,0
386,0.725680896,1,0.650528799,0,0.634038072,1,0.7625,1,0.68751472,0
402,0.761770485,1,0.783761372,1,0.508745716,1,0.563095238,1,0.829022107,1
403,0.955033555,1,0.601573913,1,0.815643175,0,0.975,1,0.745731913,1
404,0.726321341,0,0.621901351,0,0.635035566,1,0.919642857,0,0.551226359,0
405,0.557606935,1,0.784594813,1,0.551681229,1,0.571428571,1,0.803854833,1
409,0.856133203,0,0.963231907,0,0.63230823,1,0.798809524,1,0.981736463,0
410,0.954092252,0,0.51601227,0,0.538741983,0,0.89626235,0,0.516324397,0
411,0.776149782,0,0.549002986,1,0.665955712,0,0.956682689,0,0.514920552,1
412,0.725525645,0,0.742297549,1,0.574387738,1,0.642523786,0,0.77851216,1
413,0.733023149,1,0.606786999,1,0.558972311,1,0.639285714,1,0.769193986,1
417,0.925107771,0,0.767998942,0,0.500109537,1,0.559006673,0,0.801605868,0
418,0.960853407,0,0.563995284,0,0.507911964,1,0.85453423,0,0.58299593,0
419,0.756643145,1,0.913409466,1,0.967862193,1,0.939285714,0,0.946375624,1
420,0.921063053,0,0.817634203,1,0.777306417,1,0.91547619,1,0.832707431,1
421,0.763733876,1,0.899965037,0,0.744574872,0,0.903333333,1,0.944832455,0
422,0.909616816,0,0.856512241,0,0.506802742,1,0.937604488,0,0.925152177,0
423,0.604508955,0,0.503315869,0,0.713056048,0,0.780630805,0,0.540079864,0
424,0.970110445,1,0.964201721,1,0.988766708,1,0.788095238,1,0.980666631,1
425,0.743597589,1,0.725451889,0,0.555362846,0,0.783333333,1,0.766572324,0
430,0.954744945,1,0.943685724,1,0.985837024,1,0.605952381,1,0.968348766,1
432,0.61038656,0,0.686094517,0,0.532661023,0,0.701190476,1,0.649951967,0
437,0.941910814,0,0.820942171,0,0.553052382,1,0.868885976,0,0.871482044,0
438,0.633750635,0,0.562227568,0,0.571229474,1,0.835714286,1,0.513762846,1
439,0.950014388,0,0.718515691,1,0.553698942,1,0.727205519,0,0.702738821,1
443,0.863564708,0,0.603667612,1,0.543826853,1,0.947809249,0,0.609897394,1
445,0.571505371,1,0.711141096,0,0.657233552,0,0.527380952,0,0.630195207,0
446,0.60507131,0,0.884236482,1,0.573966647,0,0.787152287,1,0.862414473,1
447,0.705287191,0,0.752626453,0,0.592603752,0,0.838095238,1,0.741026153,0
451,0.783293666,0,0.726228953,0,0.633801869,1,0.825,1,0.701470785,0
452,0.893874862,0,0.8260385,1,0.721996876,0,0.653915641,0,0.736092107,1
455,0.764113589,1,0.701378042,0,0.548122721,0,0.739285714,1,0.750863388,0
456,0.858872371,0,0.851257042,0,0.501255578,0,0.917857143,1,0.890542209,0
459,0.934719029,0,0.755841872,0,0.638898487,0,0.575458293,0,0.741923677,0
461,0.757431137,1,0.755848136,0,0.666440547,0,0.607619048,1,0.772409851,0
463,0.932110522,0,0.5081109,1,0.661737591,1,0.976858105,0,0.602767757,1
465,0.571437305,1,0.584837146,0,0.503411415,0,0.914285714,1,0.525039276,1
466,0.721974648,1,0.586933888,0,0.5638761,1,0.925,0,0.515910887,1
467,0.639706314,0,0.707836256,0,0.688910299,0,0.538095238,1,0.66103711,0
468,0.935949371,0,0.589116276,1,0.755847988,1,0.67163944,1,0.617098448,1
469,0.579184991,0,0.865881701,1,0.572458584,1,0.926190476,1,0.911022932,1
474,0.944163447,0,0.608070543,0,0.589490833,1,0.514894184,1,0.630605753,0
475,0.947523173,0,0.513812874,1,0.532805924,1,0.91703315,0,0.564894121,1
477,0.760369084,0,0.803029901,0,0.676918277,0,0.568988934,1,0.758559626,0
478,0.730931265,1,0.913660028,0,0.554242164,1,0.78452381,1,0.930432183,0
481,0.678866975,0,0.64443469,1,0.569602874,1,0.739424031,0,0.65467293,1
483,0.930325462,0,0.66737511,1,0.770471554,1,0.946428571,1,0.666934946,1
484,0.740413988,1,0.589953673,1,0.564251244,0,0.599404762,0,0.537994262,0
486,0.960544917,0,0.8962692,0,0.511358553,1,0.806593936,0,0.889796296,0
487,0.891298187,1,0.594378876,0,0.572360662,0,0.971428571,1,0.595562743,0
489,0.743166107,1,0.669849844,0,0.734982212,1,0.705952381,1,0.650544531,0
490,0.962631773,0,0.543589715,1,0.72976247,0,0.825401014,0,0.52201453,1
493,0.73735481,1,0.752247882,1,0.668096865,1,0.542857143,0,0.800604744,1
496,0.66730247,1,0.665318869,0,0.76830324,0,0.711554698,0,0.6981996,0
497,0.897929962,0,0.806665404,0,0.508322537,1,0.979830819,0,0.856844649,0
500,0.60507131,0,0.982248772,1,0.592667609,0,0.981895332,0,0.99233747,1
503,0.886997514,1,0.604748975,1,0.612233832,1,0.666666667,1,0.650679414,1
504,0.890851864,1,0.930104152,1,0.570910679,0,0.591666667,0,0.956428256,1
506,0.887692761,1,0.862489896,1,0.86135267,1,0.6125,0,0.905878372,1
509,0.612302224,0,0.907482997,0,0.598509726,0,0.785714286,0,0.932023159,0
510,0.765811736,1,0.634097338,0,0.527105436,0,0.95,1,0.625572406,0
511,0.742944624,1,0.86381315,0,0.948612944,0,0.847619048,1,0.909569278,0
513,0.547513417,0,0.849403078,0,0.769142916,0,0.76547619,1,0.843650146,0
517,0.745502628,1,0.994347079,1,0.987221245,1,0.658928571,0,0.999988417,1
518,0.869579734,0,0.622676976,1,0.572608499,1,0.52756977,0,0.647364657,1
526,0.960222729,0,0.786949409,0,0.622085393,0,0.624490253,0,0.843780821,0
528,0.751043966,1,0.992083236,1,0.991812817,1,0.935714286,0,0.996220241,1
529,0.730125894,1,0.78682666,1,0.715617461,1,0.791666667,0,0.829193697,1
530,0.891298187,1,0.955500919,0,0.677699966,0,0.796428571,1,0.973429182,0
532,0.762469756,1,0.723323896,0,0.561279462,1,0.941666667,1,0.727618954,0
533,0.625921002,0,0.728929276,0,0.619146737,0,0.802380952,0,0.690783359,0
534,0.60379085,0,0.601242545,0,0.547133862,1,0.778571429,1,0.554634045,0
536,0.559559758,0,0.969003159,1,0.50387716,0,0.681428571,0,0.984518354,1
539,0.933493052,0,0.632771253,0,0.759464203,0,0.978015576,0,0.617629455,0
540,0.739898962,1,0.719494862,0,0.703644974,1,0.644047619,1,0.699384394,0
542,0.76066554,1,0.709565666,1,0.515639947,1,0.521904762,1,0.775563447,1
543,0.71585934,1,0.505779422,0,0.623256038,0,0.501190476,1,0.569224099,1
545,0.884272279,1,0.543219307,0,0.717084103,1,0.869047619,1,0.568348261,0
547,0.924922721,0,0.540918573,1,0.503446955,1,0.721972836,0,0.525370523,1
549,0.940676011,1,0.54195407,0,0.694907129,1,0.576785714,1,0.596782579,0
551,0.582689379,1,0.979383804,0,0.757364879,0,0.78452381,0,0.987328942,0
562,0.592909582,0,0.901943381,0,0.629432776,0,0.746428571,0,0.914101097,0
564,0.955597954,0,0.763056335,0,0.722649587,1,0.743916557,0,0.772650162,0
565,0.890989862,1,0.653180408,0,0.639890077,1,0.743571429,1,0.654261051,0
567,0.925456215,0,0.616505822,0,0.58869492,1,0.85171165,0,0.676382403,0
568,0.833772223,0,0.845844494,1,0.539008438,0,0.639907978,0,0.861102661,1
571,0.886128182,1,0.519958732,0,0.659904812,1,0.964285714,1,0.553562165,0
573,0.970159658,1,0.805406025,0,0.555789143,1,0.586904762,0,0.812512581,0
576,0.603610614,0,0.853600292,0,0.724776143,0,0.50952381,0,0.845128067,0
578,0.937713739,0,0.776446708,1,0.735917894,1,0.631235877,1,0.774646088,1
580,0.868367094,0,0.723380278,0,0.533184834,0,0.707392014,0,0.718491812,0
583,0.969978632,1,0.984040865,1,0.909741669,1,0.683928571,0,0.991456779,1
585,0.703990234,0,0.979505853,1,0.54745302,1,0.86547619,0,0.992918471,1
586,0.622356025,0,0.96180056,1,0.511141412,0,0.960466761,0,0.983062764,1
587,0.715934442,1,0.605820757,0,0.686839901,0,0.782142857,1,0.539791542,1
589,0.727286331,1,0.819882506,0,0.504365548,0,0.768452381,1,0.792477998,0
594,0.955443149,0,0.509986777,0,0.520453314,1,0.984249825,0,0.532597431,0
595,0.975012413,1,0.996246606,1,0.783657726,1,0.6,0,0.999990195,1
597,0.994112072,0,0.681083224,0,0.547085069,0,0.949781168,0,0.641839083,0
599,0.736471562,1,0.581164644,0,0.915748264,0,0.610741445,1,0.636602308,0
600,0.958996996,0,0.595994932,0,0.612655432,0,0.944271639,0,0.594241469,0
601,0.580270765,1,0.551444815,0,0.578455711,1,0.826190476,0,0.524166851,1
604,0.56481328,1,0.958419436,0,0.811710658,0,0.871428571,1,0.982093183,0
608,0.734549798,1,0.843377087,0,0.843562586,0,0.572619048,0,0.856027042,0
611,0.900999396,0,0.904309831,1,0.560550971,1,0.762398372,1,0.887466964,1
613,0.947324582,0,0.563938037,0,0.640249,0,0.870873192,0,0.528090576,0
617,0.739422417,1,0.631281808,0,0.567961144,1,0.653571429,1,0.633873995,0
622,0.88665952,1,0.521591248,0,0.530542974,1,0.64,0,0.5,1
625,0.917843685,0,0.500197243,0,0.595646198,1,0.836445916,0,0.596367821,0
628,0.559430179,1,0.538467602,0,0.585869319,0,0.688095238,0,0.530869197,1
629,0.609526996,0,0.679153235,1,0.585135388,1,0.760714286,1,0.690220376,1
630,0.739860314,1,0.839452145,0,0.751490952,0,0.728571429,0,0.867630709,0
631,0.947946098,0,0.974579815,0,0.638371066,0,0.509183001,1,0.986526385,0
634,0.939521441,0,0.877233936,0,0.606726937,0,0.595887446,1,0.929749998,0
635,0.704074352,0,0.665649618,1,0.506449124,1,0.735714286,1,0.725010035,1
641,0.756408719,1,0.851414051,0,0.633485741,1,0.545238095,1,0.797259128,0
642,0.734679111,1,0.624169046,1,0.544370904,0,0.732142857,0,0.700113477,1
644,0.756185907,1,0.663724654,1,0.708552167,1,0.501904762,1,0.761650784,1
647,0.938887428,0,0.565531509,0,0.564935026,1,0.582372084,0,0.577718657,0
648,0.564589812,1,0.765967236,1,0.709846057,0,0.921428571,0,0.811634432,1
651,0.856744193,0,0.735407814,0,0.503214447,0,0.852421971,0,0.823859052,0
653,0.819010476,0,0.790104995,0,0.85476882,0,0.518482199,1,0.906131421,0
654,0.878197343,0,0.860345753,0,0.619385969,0,0.762075325,0,0.866442072,0
655,0.780157919,0,0.714796231,0,0.619455308,0,0.776926046,0,0.834192436,0
656,0.703266033,0,0.913783911,1,0.634640196,0,0.945238095,0,0.945218875,1
665,0.943908241,0,0.721748249,0,0.654766115,0,0.90962349,0,0.774377985,0
668,0.732172933,1,0.784581444,0,0.52956895,0,0.953571429,1,0.803880191,0
669,0.74942585,1,0.945293574,1,0.960777609,1,0.85,0,0.970957828,1
670,0.742628325,1,0.54400429,0,0.617107028,1,0.957142857,1,0.533966182,0
672,0.924330158,0,0.583413725,1,0.673297036,1,0.984210788,0,0.612416925,1
675,0.759431679,1,0.666563239,1,0.664703239,0,0.77202381,0,0.561048857,1
676,0.73102472,1,0.839522355,0,0.627108344,0,0.702380952,1,0.806607631,0
678,0.759248107,1,0.826862942,0,0.587634159,0,0.939285714,1,0.900842901,0
679,0.734523535,1,0.541237836,0,0.60541243,1,0.676785714,0,0.540656496,1
683,0.568927602,1,0.679375648,1,0.692711627,0,0.706666667,0,0.727035855,1
684,0.946136547,0,0.665778769,1,0.700620399,1,0.812779079,0,0.752428538,1
686,0.583412097,1,0.710640718,1,0.730505159,1,0.964285714,1,0.806936077,1
687,0.763462832,1,0.863925124,0,0.756883113,0,0.720833333,0,0.836139219,0
694,0.736951336,1,0.838778289,1,0.940810806,1,0.897619048,0,0.913745911,1
695,0.76145713,1,0.945735195,1,0.652746416,1,0.9,0,0.894777867,1
697,0.700471516,0,0.520753773,0,0.663127772,0,0.871151531,0,0.53564072,1
704,0.761210996,1,0.597277619,0,0.723624281,0,0.84047619,1,0.570487651,0
709,0.924093689,0,0.92665172,0,0.813038157,0,0.530757241,0,0.940119023,0
710,0.582747446,0,0.968362596,1,0.522598769,0,0.899752475,0,0.983272084,1
716,0.781160419,0,0.632294836,0,0.549058536,1,0.930339033,0,0.665516485,0
717,0.59899267,0,0.729151244,1,0.609748119,0,0.62303433,1,0.739233017,1
718,0.739190743,1,0.556369323,0,0.625158841,1,0.522380952,0,0.643241767,0
723,0.564696623,1,0.999144198,0,0.993904169,0,0.8,1,0.999601616,0
727,0.582005916,0,0.521616452,0,0.539834337,1,0.946428571,1,0.5,1
729,0.937183703,0,0.645273377,0,0.746573611,1,0.750340136,0,0.715852687,0
736,0.546651161,0,0.983255032,1,0.518225356,0,0.677857143,0,0.992173005,1
737,0.863571018,0,0.751223572,1,0.604840488,1,0.850524887,0,0.748797429,1
738,0.746617564,1,0.558538779,1,0.753948928,0,0.964285714,1,0.538107055,1
742,0.73268205,0,0.953766779,0,0.713887364,0,0.706298985,0,0.964322583,0
745,0.736926133,1,1,0,1,1,0.6125,1,0.9999999,0
746,0.759928096,1,0.99356848,1,0.995021274,1,0.844642857,0,0.999989309,1
749,0.798005406,0,0.52057969,1,0.658528709,0,0.981768256,0,0.511156651,1
751,0.890989862,1,0.567724055,0,0.537764511,0,0.678571429,0,0.508195563,1
752,0.751617233,1,0.662357541,1,0.526266507,0,0.598809524,1,0.689333374,1
754,0.757300086,1,0.860335049,0,0.670776805,0,0.694047619,1,0.915040609,0
756,0.727465784,1,0.754668171,0,0.847244322,0,0.792857143,1,0.819994566,0
761,0.860293265,0,0.838581135,1,0.664349247,1,0.672565082,0,0.87428632,1
765,0.778482868,0,0.77853596,0,0.855535207,0,0.691600894,0,0.836631833,0
770,0.943387869,0,0.574075483,1,0.617703996,1,0.84536948,0,0.575424821,1
773,0.900548764,0,0.976036097,0,0.668462833,0,0.616107467,1,0.988126586,0
