index,probability_gcforest,label_gcforest,probability_logistic,label_logistic,probability_mlp,label_mlp,probability_random_forest,label_random_forest,probability_svm,label_svm
127,0.803063848,1,0.635122818,0,0.650359849,1,0.580357143,0,0.597513921,0
128,0.914351643,0,0.612141489,0,0.83628839,0,0.839531595,0,0.668447985,0
129,0.823791638,1,0.647718957,0,0.53844065,0,0.589285714,0,0.764780029,0
131,0.536397995,0,0.737288846,0,0.904780437,1,0.642380952,0,0.69118688,0
135,0.898766891,0,0.597739228,0,0.638092509,0,0.883605103,0,0.680418352,0
136,0.576962115,1,0.513280413,1,0.674504655,0,0.788095238,1,0.529527453,1
137,0.751004687,1,0.568598547,0,0.600195949,0,0.719642857,1,0.628804957,0
140,0.71249463,1,0.777297379,0,0.886582758,0,0.745238095,0,0.864971581,0
141,0.709128018,0,0.748207285,1,0.92897044,1,0.827380952,1,0.801374964,1
143,0.646683457,1,0.859628399,0,0.553846729,0,0.915714286,1,0.913061461,0
144,0.714724263,1,0.740540644,0,0.510387477,1,0.928571429,1,0.837414546,0
145,0.73007046,1,0.907100192,0,0.591951714,0,0.885714286,1,0.928281048,0
147,0.838103023,1,0.998028792,1,0.528489625,1,0.56547619,0,0.999999226,1
148,0.853397295,1,0.948860011,1,0.999930795,1,0.897619048,0,0.976747718,1
149,0.833210269,1,0.608807221,0,0.970276791,1,0.939285714,0,0.592975602,0
150,0.732598876,0,0.91176961,1,0.649820612,0,0.898532885,0,0.889914888,1
151,0.827508194,0,0.965140442,0,0.950635568,0,0.871428571,0,0.980504414,0
154,0.868540227,0,0.744914743,0,0.867780712,0,0.700221823,0,0.748317664,0
155,0.838103023,1,0.546976923,0,0.658947894,1,0.982142857,1,0.534289366,1
158,0.899552556,0,0.837026887,0,0.791010014,0,0.715306334,0,0.889467718,0
160,0.536420409,1,0.508950417,1,0.904122205,0,0.629166667,1,0.633217441,1
162,0.933269948,0,0.59306373,0,0.731104239,1,0.701377656,0,0.508108823,0
164,0.502200936,1,0.729820127,1,0.528100766,0,0.552327647,0,0.733793437,1
166,0.755033145,1,0.833963903,0,0.783939837,0,0.668928571,1,0.829307697,0
167,0.612372622,1,0.724779087,0,0.691760187,0,0.760238095,0,0.738267728,0
168,0.872541645,1,0.637757091,0,0.684623264,1,0.960714286,1,0.726375574,0
169,0.792147193,0,0.693131061,0,0.713031595,0,0.564001161,0,0.714591765,0
170,0.684119351,0,0.592402416,1,0.616447422,1,0.757142857,1,0.636619222,1
173,0.863066256,1,0.831174889,1,0.997323024,1,0.681037415,0,0.926527721,1
175,0.689445029,0,0.514096592,0,0.809872189,0,0.826666667,1,0.5,1
176,0.830014914,0,0.594023951,0,0.645972785,1,0.829553638,0,0.589489171,0
178,0.602410115,1,0.831844542,1,0.688392691,0,0.694047619,0,0.90275793,1
179,0.884598721,0,0.867481825,0,0.876136232,0,0.612114846,1,0.928626625,0
180,0.925985469,0,0.5780976,1,0.808119399,1,0.618092976,0,0.679118581,1
182,0.640930985,1,0.83584519,0,0.85633124,0,0.648214286,1,0.901831991,0
186,0.854637178,1,0.545561725,1,0.858295159,1,0.898809524,1,0.632921482,1
187,0.899612558,0,0.722820108,0,0.733018348,1,0.755213989,0,0.699221423,0
189,0.890459841,0,0.550412952,0,0.90863739,0,0.834832731,0,0.566702346,0
190,0.919213687,0,0.657854983,0,0.559181584,1,0.5564413,0,0.638594224,0
191,0.740053452,1,0.60455702,1,0.704632651,0,0.767857143,0,0.67502932,1
192,0.830946899,1,0.866391983,0,0.527286849,1,0.56547619,0,0.959461212,0
194,0.831600826,1,0.641772531,0,0.770492865,0,0.728571429,1,0.603338831,0
195,0.85858874,1,0.995887223,1,0.999953593,1,0.878571429,0,0.999994164,1
196,0.816710801,0,0.769794065,0,0.515825752,0,0.840169411,0,0.766747166,0
197,0.853002897,1,0.9286511,1,0.99705827,1,0.961904762,0,0.95983592,1
198,0.882898547,0,0.538003364,1,0.533159667,1,0.626190476,1,0.578340603,1
199,0.791961142,1,0.649011462,0,0.913465629,1,0.807142857,1,0.58000972,0
203,0.83428343,1,0.64210796,0,0.656800913,0,0.961904762,1,0.560953986,0
205,0.729120329,0,0.643374291,0,0.543441539,1,0.751190476,1,0.59720838,0
206,0.924666469,1,0.602575535,0,0.813903886,1,0.894047619,1,0.596677032,0
207,0.919583498,0,0.767482685,0,0.875929166,0,0.825822674,0,0.823458283,0
208,0.667176313,0,0.584286625,1,0.923509568,0,0.627359788,0,0.644839517,1
209,0.961954769,0,0.549735567,1,0.610176638,0,0.84967368,0,0.538583506,0
211,0.638842516,0,0.926255872,0,0.736485494,0,0.85,1,0.949511942,0
212,0.904871206,0,0.982146623,0,0.994328094,0,0.808348259,0,0.986974374,0
214,0.81317102,0,0.724970917,1,0.516237401,0,0.659513196,0,0.801332955,1
217,0.576268981,1,0.550295573,1,0.639040477,0,0.733928571,0,0.568475134,1
218,0.692469749,0,0.502334173,0,0.864989054,1,0.796638655,0,0.594773022,1
219,0.92160756,0,0.837467912,0,0.93027493,0,0.998922787,0,0.867328699,0
222,0.69318514,0,0.609490959,0,0.799142028,1,0.663547881,1,0.59623897,0
224,0.551997757,0,0.544372837,1,0.857594704,1,0.745833333,1,0.667607065,1
225,0.905025197,0,0.609778902,0,0.756584653,1,0.797213857,0,0.538072832,0
226,0.876659156,0,0.612560824,0,0.860705081,0,0.73498657,0,0.611857496,0
228,0.821928695,0,0.881011824,1,0.76711678,1,0.992857143,1,0.892918981,1
229,0.862986769,1,0.543467909,1,0.757976583,0,0.901190476,1,0.636710552,0
232,0.680830076,0,0.991836821,1,0.864038461,0,0.898214286,0,0.997337796,1
234,0.691589924,0,0.745122543,0,0.722732601,1,0.854476537,0,0.727378938,0
236,0.59338768,1,0.938794133,0,0.548088861,0,0.685714286,0,0.941444384,0
240,0.902899031,0,0.835184912,0,0.761836171,0,0.807723247,0,0.895368918,0
241,0.924002077,0,0.554291811,1,0.865874804,0,0.91440835,0,0.567514814,1
242,0.587647324,1,0.791635217,0,0.612221329,0,0.691666667,1,0.827388517,0
244,0.953287126,0,0.513556543,0,0.584152192,1,0.639341875,0,0.566607628,1
245,0.739912772,1,0.644613364,1,0.755034859,1,0.758928571,1,0.627946384,1
247,0.895290001,0,0.502229726,0,0.776258759,0,0.707665341,0,0.597645068,1
248,0.747225425,1,0.901014737,1,0.975640564,1,0.932857143,0,0.837961689,1
250,0.954980374,0,0.725474424,0,0.89572871,0,0.845188338,0,0.710790808,0
252,0.827932476,0,0.859659583,0,0.725807949,0,0.824636455,0,0.897729958,0
256,0.562850569,1,0.689048853,1,0.620520254,0,0.772741297,1,0.784269546,1
258,0.727885795,1,0.622251746,0,0.647740069,0,0.821071429,0,0.611735422,0
260,0.964356785,0,0.888189112,0,0.793937785,0,0.528571429,1,0.914014448,0
261,0.712684501,0,0.944497139,1,0.801370197,0,0.975871898,0,0.974102144,1
264,0.822113142,1,0.72149815,1,0.901925968,1,0.878571429,0,0.547512506,1
268,0.517550242,1,0.768698796,1,0.764982719,1,0.503731045,1,0.877646581,1
269,0.670625738,0,0.86693899,1,0.850508835,0,0.558333333,1,0.889606641,1
270,0.71025217,1,0.992237691,1,0.997988748,1,0.660714286,1,0.997118317,1
272,0.971250928,0,0.649743267,0,0.804152274,0,0.944387406,0,0.742196061,0
273,0.687764045,1,0.791475705,0,0.744698462,0,0.673214286,0,0.829493459,0
275,0.753209473,1,0.584398939,0,0.740426774,0,0.522619048,0,0.527360153,0
276,0.638011241,1,0.995034752,1,0.999786291,1,0.905357143,1,0.996244899,1
277,0.523145902,1,0.779990905,1,0.826804071,1,0.732142857,1,0.877622706,1
278,0.895136686,0,0.692303545,0,0.695917389,0,0.767984173,0,0.676938674,0
280,0.890304574,0,0.941575989,0,0.719796852,0,0.829984127,1,0.950078368,0
284,0.932022701,0,0.633437751,0,0.86932348,0,0.945358065,0,0.619578257,0
285,0.748260831,1,0.652871997,0,0.636085529,1,0.967857143,1,0.644442549,0
286,0.71364983,0,0.895806942,0,0.663980261,0,0.892857143,1,0.897968202,0
287,0.501179528,1,0.853837767,0,0.922103718,0,0.7,1,0.789431539,0
289,0.696342743,0,0.693699001,0,0.732479553,1,0.617306122,1,0.719374328,0
290,0.950810221,0,0.695335166,0,0.601985403,1,0.89179669,0,0.692254691,0
292,0.687969976,0,0.585348603,1,0.764874095,0,0.535714286,0,0.512620085,0
293,0.878536125,1,0.527669515,1,0.723903163,0,1,1,0.699909354,0
296,0.604891663,1,0.500698391,1,0.701541089,1,0.844642857,0,0.623503947,1
297,0.820811869,1,0.611910529,0,0.515263081,0,0.697619048,0,0.66696823,0
298,0.513473991,1,0.666074384,1,0.831527059,1,0.699997816,1,0.677905123,1
299,0.82764882,1,0.78708836,1,0.764337448,1,0.971428571,1,0.86190151,1
302,0.632777932,0,0.782779381,1,0.797807492,0,0.522619048,1,0.808597392,1
304,0.683987679,0,0.698601756,0,0.830129281,0,0.906724138,0,0.76063525,0
306,0.730805084,0,0.79126193,0,0.852909599,0,0.946428571,1,0.76810815,0
307,0.833522019,0,0.736275943,1,0.555479269,1,0.972747023,0,0.733014647,1
308,0.791961142,1,0.675184596,1,0.530450174,0,0.885714286,1,0.723525373,1
309,0.568272124,1,0.754516167,0,0.862861839,0,0.661904762,0,0.790574109,0
310,0.917393042,0,0.727157232,0,0.842626569,0,0.990927392,0,0.831598947,0
311,0.687202057,0,0.902614312,0,0.969996429,0,0.64702381,0,0.891363482,0
312,0.931305266,0,0.963821654,0,0.906577984,0,0.729660309,0,0.983135124,0
314,0.68375238,0,0.548295743,0,0.560743788,0,0.565254984,1,0.528654461,0
318,0.921096204,0,0.882331712,0,0.756759562,0,0.82899488,0,0.845596551,0
320,0.940802697,0,0.523550933,1,0.713066186,0,0.977259754,0,0.548967413,0
321,0.846350701,0,0.528215333,1,0.798070887,0,0.85574001,0,0.538177057,1
322,0.865898224,1,0.960668198,1,0.503386069,0,0.939285714,1,0.97399117,1
323,0.855978241,1,0.603372793,1,0.688168463,0,0.926190476,1,0.566234089,1
324,0.859814893,1,0.850138824,1,0.995860679,1,0.971428571,0,0.889133409,1
325,0.570884301,0,0.717510339,1,0.523314672,0,0.50952381,0,0.731167878,1
328,0.621214812,0,0.548857182,1,0.677687841,0,0.630357143,0,0.612382002,0
329,0.816043383,0,0.542443771,0,0.880901236,1,0.732818346,0,0.538048755,1
331,0.952552407,0,0.60943996,1,0.625533058,1,0.547838246,0,0.62519165,1
332,0.625850867,0,0.631215981,1,0.591516919,1,0.875,1,0.644254798,1
333,0.637631535,0,0.791498147,0,0.636671618,1,0.541167071,0,0.786231375,0
335,0.778417785,1,0.581068716,1,0.871979102,0,0.761428571,1,0.569531125,1
337,0.710752348,1,0.517964051,0,0.677992092,1,0.603571429,1,0.514945754,1
338,0.684824336,0,0.939037861,1,0.59556262,1,0.582142857,0,0.948182599,1
339,0.76913823,1,0.831215079,0,0.674991537,1,0.907142857,1,0.884155464,0
340,0.533844048,1,0.535587462,0,0.546821277,1,0.760714286,1,0.518593144,0
341,0.872541645,1,0.6474914,1,0.604858954,0,0.971428571,1,0.517778122,1
342,0.925942376,0,0.831993962,0,0.701102006,0,0.629673004,0,0.872129138,0
343,0.908325483,1,0.501987195,0,0.500109165,1,0.95,1,0.628180577,0
346,0.658215422,1,0.862273945,0,0.972080652,0,0.802380952,0,0.830423451,0
347,0.737324117,1,0.944956922,1,0.614376227,0,0.648214286,0,0.951702619,1
348,0.605598431,1,0.652896336,1,0.738555087,0,0.578746199,1,0.662430648,1
349,0.933710586,0,0.591912716,0,0.874381537,0,0.93338873,0,0.590815688,0
351,0.711266257,0,0.578724635,1,0.832287998,0,0.613152524,1,0.640866846,1
355,0.943557306,1,0.753025617,1,0.644426649,1,0.664285714,1,0.764426209,1
357,0.502545679,1,0.966732804,0,0.852330255,0,0.642857143,1,0.978156359,0
358,0.659592976,1,0.575814819,0,0.547883582,0,0.861904762,1,0.5,1
360,0.858503611,0,0.949727157,0,0.860867831,0,0.72128095,0,0.969128754,0
363,0.730626717,0,0.739847958,0,0.852085742,0,0.926169312,0,0.77347449,0
365,0.781238467,0,0.749377546,0,0.594855519,1,0.531974251,0,0.70767509,0
366,0.962993344,0,0.885313184,0,0.806767571,0,0.517139812,0,0.936242884,0
369,0.790231877,1,0.744084728,0,0.611605462,1,0.644642857,1,0.749560457,0
372,0.929978089,0,0.684417247,1,0.676276912,1,0.60579939,0,0.761091532,1
373,0.945945167,1,0.865122377,1,0.559487101,0,0.903571429,1,0.85897716,1
375,0.903905383,1,0.830140524,1,0.985406134,1,0.955357143,1,0.85742364,1
376,0.947565513,1,0.99881382,1,0.999470718,1,0.750833333,1,0.999999347,1
377,0.619545395,1,0.81547407,1,0.734309859,0,0.9125,1,0.913479104,1
379,0.750626565,1,0.832884674,0,0.704014084,1,0.544047619,0,0.820585487,0
380,0.838991855,1,0.714740029,1,0.994582551,1,0.785119048,0,0.837591522,1
381,0.822113142,1,0.886877117,1,0.967341488,1,0.925714286,0,0.820173396,1
382,0.955392611,1,0.847309106,1,0.938770381,1,0.930357143,1,0.89897224,1
383,0.952273017,0,0.543885127,0,0.672952118,0,0.87950678,0,0.507361389,1
384,0.945217376,0,0.973864831,0,0.671674483,0,0.918571429,1,0.978621955,0
385,0.90471203,0,0.565487077,0,0.716106676,0,0.953769487,0,0.629044264,0
386,0.744379847,1,0.678742165,0,0.820393363,1,0.664285714,1,0.700788375,0
402,0.829286336,1,0.791143036,1,0.551866124,0,0.519047619,0,0.854091112,1
403,0.85756128,1,0.52878897,0,0.561987247,1,0.898809524,1,0.571230054,1
404,0.558653016,1,0.635744919,1,0.817707499,0,0.739285714,0,0.658543776,1
405,0.91291029,1,0.844135074,1,0.766511418,0,0.68452381,1,0.832853494,1
407,0.983089566,1,0.662334272,1,0.759707863,1,0.922619048,1,0.675823597,1
408,0.970298276,0,0.942825716,0,0.982439396,0,0.963759033,0,0.962488881,0
409,0.812430983,0,0.939047871,0,0.662686506,0,0.758928571,1,0.96080217,0
410,0.954775547,0,0.560626703,0,0.823034946,1,0.847581786,0,0.50722724,1
411,0.793986621,0,0.663473918,1,0.734174034,0,0.954600822,0,0.577326689,1
412,0.742480628,0,0.822159484,1,0.717948168,0,0.587343906,0,0.806538733,1
413,0.705595195,1,0.593724703,1,0.697400757,0,0.700595238,1,0.761265792,1
417,0.816343491,0,0.738499822,0,0.644871166,1,0.598446856,1,0.748399218,0
418,0.910009116,0,0.560883487,1,0.727872128,0,0.820745405,0,0.505959881,1
419,0.593096184,1,0.760242895,1,0.996666755,1,0.967857143,0,0.823220968,1
420,0.691158007,0,0.869734464,1,0.609936444,1,0.95,1,0.859124195,1
421,0.615992491,1,0.881947197,0,0.814156357,0,0.870238095,1,0.930534044,0
422,0.851135299,0,0.856742407,0,0.791945859,1,0.971221662,0,0.900732005,0
423,0.51017242,0,0.583963952,0,0.838010004,1,0.846428571,0,0.561388026,0
424,0.958570949,1,0.875336252,1,0.99877106,1,0.516666667,0,0.931827306,1
425,0.731646677,1,0.54016503,0,0.854212657,0,0.882261905,1,0.569281412,0
430,0.88085728,1,0.841448495,1,0.998679624,1,0.623809524,0,0.887534726,1
432,0.505643747,1,0.604149301,0,0.762839469,0,0.766666667,1,0.556609169,0
436,0.939984989,0,0.503514164,0,0.684616406,0,0.93975438,0,0.536412486,0
437,0.837930202,0,0.806568933,0,0.718575914,1,0.796263664,0,0.834773902,0
438,0.703903437,0,0.50761441,1,0.605733092,0,0.761309524,1,0.547224391,1
439,0.87454935,0,0.751350262,1,0.58994587,1,0.719515497,0,0.767747493,1
440,0.634286639,1,0.521286645,1,0.834773598,1,0.515714286,1,0.620642763,1
442,0.81152301,0,0.502109982,0,0.924834939,0,0.899717607,0,0.585098291,0
443,0.875480852,0,0.662520567,1,0.514996132,0,0.960887576,0,0.644950152,1
444,0.816710801,0,0.765141703,0,0.51242748,0,0.731385276,0,0.850464763,0
445,0.612540865,1,0.593287172,0,0.909757579,0,0.655952381,1,0.519320475,1
446,0.627738288,0,0.799149742,1,0.789192605,1,0.586309524,1,0.819661152,1
447,0.706047585,0,0.736145438,0,0.613114724,0,0.841666667,1,0.741262974,0
451,0.613982327,1,0.536636934,0,0.776276185,0,0.914285714,1,0.522816083,0
452,0.895293701,0,0.753638255,1,0.813262076,1,0.515398888,1,0.676613019,1
455,0.646502602,1,0.689017627,0,0.60861824,1,0.628571429,1,0.736108729,0
456,0.682505006,0,0.839182581,0,0.543465491,0,0.875,1,0.890405585,0
457,0.689499963,0,0.978264254,0,0.996151745,0,0.560833333,0,0.989780147,0
459,0.834523722,0,0.732265744,0,0.540164689,0,0.723194222,1,0.720410639,0
461,0.736368198,1,0.566498546,0,0.883235556,0,0.672619048,1,0.522728238,0
463,0.845679653,0,0.785687209,1,0.723542142,0,0.907748876,0,0.790171909,1
465,0.658689851,1,0.579524896,1,0.791991368,0,0.944047619,1,0.657792961,1
466,0.697043147,0,0.681351961,0,0.768449148,1,0.982142857,0,0.611843569,0
467,0.669867414,0,0.65057393,0,0.696637237,0,0.510119048,1,0.631215382,0
468,0.829606387,0,0.596350075,1,0.710280779,1,0.695321959,1,0.625281791,1
469,0.678933873,0,0.87621673,1,0.514505471,1,0.875,1,0.914823599,1
471,0.566170346,0,0.659996122,0,0.869522305,0,0.885714286,0,0.681422719,0
473,0.532993739,1,0.862320871,1,0.938101065,1,0.91547619,1,0.906375546,1
474,0.907786941,0,0.616985812,0,0.772943992,1,0.631173183,1,0.638080852,0
475,0.918619514,0,0.667735472,1,0.836991223,0,0.762766035,0,0.671187392,1
476,0.839909637,0,0.669130274,0,0.512195562,0,0.920989661,0,0.666639781,0
477,0.688256776,0,0.684948751,0,0.892122683,0,0.669805195,1,0.626541493,0
478,0.681775504,1,0.819769812,0,0.792869433,0,0.751190476,1,0.863428414,0
481,0.82025108,0,0.573115274,1,0.851579219,1,0.721837369,0,0.632505907,1
482,0.928344225,0,0.657891447,0,0.568297745,0,0.889213517,0,0.642835583,0
483,0.805410437,0,0.784077637,1,0.515398997,1,0.980357143,1,0.746799481,1
484,0.828768559,1,0.531364957,1,0.847659638,1,0.617857143,0,0.614227829,0
486,0.919751093,0,0.857708164,0,0.508388277,1,0.740374629,0,0.85529359,0
487,0.878536125,1,0.663152533,1,0.923570748,0,0.928571429,1,0.540383613,0
489,0.625654938,1,0.604399859,0,0.759120141,1,0.607619048,1,0.676979936,0
490,0.953171919,0,0.509851605,0,0.733261483,1,0.772267673,0,0.522717527,1
492,0.687902269,0,0.921096284,0,0.692471367,0,0.767857143,0,0.952706015,0
493,0.611596597,1,0.651595814,1,0.635564415,1,0.60952381,0,0.70940831,1
496,0.600891593,1,0.610332523,0,0.594572403,0,0.659670144,0,0.66723529,0
497,0.945110805,0,0.762134824,0,0.648050864,1,0.947585777,0,0.820191935,0
498,0.930686908,0,0.675830447,0,0.86758413,0,0.851533311,0,0.71721441,0
500,0.687950024,0,0.97026107,1,0.864554026,0,0.944642857,0,0.988905759,1
503,0.780523545,1,0.561699447,1,0.733604809,1,0.545238095,0,0.567747812,1
504,0.872541645,1,0.904613531,1,0.60698667,1,0.613095238,0,0.931695692,1
506,0.841594967,1,0.573668563,1,0.980965075,1,0.756547619,0,0.638922743,1
507,0.959700387,0,0.866536833,0,0.580749614,0,0.811890876,0,0.839507259,0
509,0.680569171,0,0.869759025,0,0.642449304,0,0.614285714,1,0.881798184,0
510,0.790257376,1,0.561135379,0,0.707813079,0,0.947619048,1,0.524314902,0
511,0.829495836,1,0.899716896,0,0.674016405,0,0.796428571,1,0.927642075,0
513,0.636864774,1,0.744206536,0,0.835559796,0,0.803571429,1,0.807208503,0
517,0.612372622,1,0.981087817,1,0.996646526,1,0.6,0,0.991138546,1
518,0.804380153,0,0.614855574,1,0.749794474,1,0.502723289,0,0.681218357,1
521,0.954143587,0,0.584609399,0,0.705621138,0,0.782957748,0,0.561299993,0
523,0.708765908,0,0.626748919,0,0.504760343,0,0.957002495,0,0.584383622,0
526,0.906382057,0,0.720253922,0,0.755002784,0,0.533928571,1,0.780426827,0
528,0.625654938,1,0.958339027,1,0.998798657,1,0.952380952,0,0.973928027,1
529,0.630717453,1,0.652935955,1,0.961840763,1,0.794642857,0,0.589663462,1
530,0.868663689,1,0.912368097,0,0.818247507,0,0.779761905,1,0.955717279,0
532,0.832020716,1,0.721066901,0,0.65633271,1,0.908333333,1,0.721073593,0
533,0.574061123,1,0.510873423,0,0.854812624,0,0.640122801,0,0.535548304,0
534,0.569943736,1,0.518041762,0,0.667937027,0,0.774404762,1,0.538722798,1
536,0.603375372,1,0.948217412,1,0.536116454,0,0.705952381,0,0.974992028,1
538,0.567012114,1,0.832632244,1,0.977570574,1,0.894047619,1,0.864458012,1
539,0.913173949,0,0.532281014,1,0.82255356,0,0.897755604,0,0.52649255,1
540,0.622543268,1,0.632924023,0,0.5608242,0,0.629761905,1,0.700314954,0
541,0.972579685,0,0.718406279,0,0.838069772,0,0.912318156,0,0.671206197,0
542,0.849626165,1,0.705696847,1,0.520283216,1,0.621428571,0,0.802907161,1
543,0.79226619,1,0.581768645,1,0.69795908,0,0.602380952,1,0.595083135,1
545,0.64699808,1,0.546913066,0,0.762004555,1,0.728571429,1,0.53917102,0
547,0.815354384,0,0.681438333,1,0.586082602,0,0.689020408,0,0.690910831,1
549,0.944963153,1,0.693353732,0,0.950541674,1,0.50952381,1,0.708991653,0
551,0.668502337,1,0.940893775,0,0.944092528,0,0.7,0,0.96459437,0
