index,probability1,label1,probability2,label2,probability3,label3,probability4,label4,probability5,label5
25,0.816964286,0,0.829936151,0,0.674454669,0,0.820512821,0,0.786965812,0
26,0.747738095,0,0.765769355,0,0.682557875,0,0.6,0,0.92008547,0
27,0.885930736,0,0.80984382,0,0.846243761,0,0.723076923,0,0.577991453,1
28,0.814285714,1,0.660953927,1,0.722233573,1,0.605128205,0,0.926495726,1
29,0.886904762,0,0.830994438,0,0.659445754,0,0.933333333,0,0.541239316,1
30,0.95,0,0.943452381,0,0.956196581,0,0.982051282,0,0.919871795,0
31,0.54984127,0,0.756272126,0,0.796021681,1,0.687179487,0,0.554059829,0
32,0.994047619,1,0.983809524,1,0.529148853,1,0.979487179,1,0.755769231,1
33,0.714285714,1,0.580354526,1,0.934264138,1,0.753846154,1,0.758333333,1
34,0.810714286,0,0.849107143,0,0.504444444,1,0.735897436,0,0.696581197,0
35,0.823809524,1,0.8925,1,0.948290598,1,0.702564103,1,0.854615385,1
36,0.798736934,1,0.835170068,1,0.502154228,0,0.884615385,1,0.558119658,0
37,0.883333333,1,0.859387755,1,0.728118163,1,0.784615385,1,0.543504274,1
38,0.533035714,1,0.500150626,0,0.535968134,1,0.571794872,0,0.572435897,1
39,0.775,0,0.719987316,0,0.640016699,0,0.735897436,0,0.799316239,0
40,0.873809524,0,0.867389456,0,0.547125258,0,0.930769231,0,0.601452991,0
41,0.811904762,0,0.717231241,0,0.657245428,0,0.682051282,0,0.818498168,0
42,0.786747776,0,0.654846939,0,0.936843263,0,0.687179487,0,0.666239316,0
43,0.610714286,0,0.749370748,0,0.527808303,0,0.751282051,0,0.807521368,1
44,0.528367347,0,0.528523393,1,0.814242103,0,0.720512821,0,0.645299145,0
45,0.789186647,0,0.779920209,0,0.850421846,0,0.817948718,0,0.797008547,0
46,0.821428571,0,0.889404762,0,0.9,0,0.882051282,0,0.618803419,0
47,0.796428571,0,0.697619048,0,0.860683761,0,0.802564103,0,0.796837607,0
48,0.951190476,1,0.881811224,1,0.69586649,1,0.974358974,1,0.682051282,1
49,0.8125,1,0.792312925,1,0.720658899,1,0.769230769,1,0.826068376,1
50,0.588095238,0,0.56259663,0,0.551328338,0,0.543589744,1,0.728589744,1
51,0.640536723,1,0.60175737,1,0.599786325,1,0.566666667,0,0.728290598,1
52,0.838095238,1,0.826369048,1,0.653132291,1,0.769230769,1,0.83008547,1
53,0.725,0,0.579025248,1,0.882028602,0,0.648717949,0,0.666452991,0
54,0.61547619,1,0.555423044,1,0.501231105,0,0.643589744,1,0.669529915,0
55,0.752380952,1,0.598379055,1,0.732648842,1,0.58974359,1,0.737008547,1
56,0.722619048,1,0.906561625,1,0.760805345,0,0.564102564,1,0.708205128,1
57,0.646645022,0,0.819039116,0,0.833456842,1,0.776923077,0,0.617649573,0
58,0.708928571,0,0.747990597,0,0.58056716,0,0.771794872,0,0.513675214,1
59,0.567857143,0,0.607939184,1,0.548792886,1,0.656410256,1,0.68491453,0
60,0.676190476,1,0.653546114,1,0.53124862,0,0.533333333,1,0.545982906,0
61,0.822462062,0,0.90375,0,0.87991453,0,0.764102564,0,0.938888889,0
62,0.908333333,1,0.851220238,1,0.692948718,1,0.820512821,1,0.94017094,1
63,0.580011931,0,0.580912963,0,0.793349545,0,0.579487179,1,0.620555556,0
64,0.545779221,0,0.733377653,0,0.626626252,0,0.620512821,0,0.714230769,0
65,0.976785714,0,0.960535714,0,0.550828001,0,0.958974359,0,0.59957265,0
66,0.57797619,0,0.597529762,0,0.624221612,0,0.623076923,0,0.558119658,1
67,0.928571429,1,0.966488095,1,0.911111111,1,0.953846154,1,0.754059829,1
68,0.756547619,0,0.675,0,0.648416128,0,0.869230769,0,0.642735043,1
69,0.6975,0,0.624957483,0,0.881623932,0,0.828205128,0,0.93034188,0
70,0.827380952,1,0.785331633,1,0.785675514,1,0.828205128,1,0.922435897,1
71,0.50952381,0,0.523660714,0,0.600912184,0,0.520512821,0,0.643589744,1
72,0.917857143,1,0.932380952,1,0.947435897,1,0.997435897,1,0.800897436,1
73,0.832142857,1,0.883333333,1,0.602065754,0,0.61025641,1,0.778931624,1
74,0.750595238,0,0.953920068,0,0.831719812,1,0.941025641,0,0.591025641,1
75,0.638968254,1,0.530768177,1,0.530409239,1,0.6,0,0.614957265,1
76,0.892857143,0,0.830714286,0,0.790394871,0,0.884615385,0,0.718376068,0
77,0.67949729,0,0.731488095,0,0.63716216,0,0.584615385,0,0.681837607,1
78,0.530952381,0,0.556201812,0,0.666106126,0,0.566666667,1,0.677350427,0
79,0.909285714,1,0.909404762,1,0.908302808,1,0.976923077,1,0.943076923,1
80,0.681028317,0,0.884300219,0,0.656834797,1,0.758974359,0,0.71982906,0
81,0.873973051,0,0.856837633,0,0.816376527,0,0.741025641,0,0.638675214,0
82,0.547222222,0,0.501865852,1,0.731067558,0,0.720512821,0,0.826068376,1
83,0.607366071,1,0.750474372,1,0.50038427,0,0.658974359,1,0.615213675,0
84,0.692700157,0,0.648231293,0,0.907790161,0,0.633333333,0,0.763247863,0
85,0.796428571,0,0.779412806,0,0.766239316,1,0.620512821,0,0.699529915,0
86,0.798214286,0,0.572092895,1,0.896187156,0,0.8,0,0.820470085,0
87,0.985714286,0,0.953588435,0,0.652100781,0,0.948717949,0,0.690598291,1
88,0.578571429,0,0.540535714,1,0.733634859,0,0.653846154,0,0.613589744,1
89,0.585119048,1,0.65014881,1,0.678331815,1,0.558974359,0,0.848076923,1
90,0.753510896,0,0.731356293,0,0.777388135,0,0.71025641,0,0.777820513,0
91,0.735653753,0,0.64236752,0,0.831410695,0,0.782051282,0,0.52525641,1
92,0.757142857,0,0.766369048,0,0.775769231,0,0.5,0,0.973504274,0
93,0.928571429,1,0.888429407,1,0.618968138,1,0.782051282,1,0.728846154,1
94,0.63452381,1,0.63638022,1,0.5672519,1,0.751282051,0,0.663034188,1
95,0.5625,1,0.696696429,1,0.541770219,0,0.733333333,1,0.522863248,0
96,0.747619048,1,0.557285869,1,0.764022607,1,0.784615385,1,0.881367521,1
97,0.520833333,0,0.55452381,1,0.786346154,0,0.512820513,1,0.906196581,0
98,0.888095238,1,0.851105442,1,0.851174451,1,0.661538462,1,0.868589744,1
99,0.971428571,0,0.90610119,0,0.80297822,0,0.866666667,0,0.692307692,0
100,0.858147311,0,0.852016434,0,0.714846062,0,0.71025641,0,0.771837607,0
101,0.923647365,0,0.670018219,0,0.823285887,0,0.8,0,0.68974359,0
102,0.821985871,0,0.757220397,0,0.802735021,0,0.738461538,0,0.822649573,0
103,0.876190476,1,0.758049787,1,0.711785753,1,0.684615385,1,0.779230769,1
104,0.578571429,0,0.569563194,1,0.598956875,1,0.671794872,1,0.500940171,0
105,0.76547619,0,0.855153061,0,0.777478632,0,0.68974359,0,0.846581197,0
106,0.594047619,0,0.66432398,0,0.708097965,0,0.633333333,0,0.528803419,1
107,0.898214286,1,0.816254252,1,0.605545026,1,0.751282051,1,0.846837607,1
108,0.746428571,1,0.800331633,1,0.715115764,1,0.735897436,1,0.620128205,1
109,0.560714286,0,0.622465527,0,0.757791722,1,0.658974359,0,0.664102564,0
110,0.68452381,1,0.576336972,1,0.543810486,1,0.766666667,0,0.694358974,1
111,0.757142857,1,0.723021542,1,0.542521368,1,0.871794872,1,0.509401709,0
112,0.969642857,0,0.915510204,0,0.539063044,0,0.930769231,0,0.795854701,0
113,0.856925339,0,0.824243197,0,0.899145299,0,0.579487179,0,0.941153846,0
114,0.704761905,0,0.531190476,0,0.72182797,0,0.505128205,0,0.738675214,0
115,0.745700849,0,0.825697626,0,0.717055806,0,0.725641026,1,0.699358974,0
116,0.738095238,1,0.697176171,1,0.81675187,1,0.712820513,1,0.719017094,1
117,0.925,1,0.892579365,1,0.8944858,1,0.9,1,0.928205128,1
118,0.505729167,0,0.611071429,1,0.804638382,0,0.705128205,1,0.730384615,0
119,0.922619048,1,0.827619048,1,0.532586101,1,0.751282051,1,0.897435897,1
120,0.99047619,0,0.951785714,0,0.83844221,0,0.923076923,0,0.991025641,0
121,0.599843014,0,0.626867656,0,0.565200137,0,0.643589744,0,0.680982906,1
122,0.67481685,1,0.576432823,1,0.589265753,1,0.679487179,0,0.507692308,0
123,0.83608631,0,0.766230898,0,0.891528755,0,0.741025641,0,0.664957265,0
124,0.805153061,0,0.94172619,0,0.526719319,1,0.7,0,0.979487179,0
125,0.778571429,1,0.717129415,1,0.813901043,1,0.715384615,1,0.920940171,1
126,0.975,0,0.981785714,0,0.62486816,0,0.941025641,0,0.984615385,0
127,0.610714286,0,0.574765554,1,0.556539731,0,0.774358974,0,0.54025641,0
128,0.693247863,0,0.643660777,0,0.665712076,0,0.653846154,0,0.589499389,0
129,0.642857143,0,0.521611395,0,0.581370881,0,0.579487179,0,0.510897436,0
130,0.82953869,0,0.772734297,0,0.729453339,0,0.774358974,0,0.692735043,0
131,0.671428571,0,0.586292517,1,0.872757373,0,0.728205128,0,0.601965812,0
132,0.874599331,0,0.913169195,0,0.75508566,0,0.894871795,0,0.758760684,0
133,0.641666667,0,0.524632218,1,0.63293355,1,0.743589744,0,0.514957265,1
134,0.876190476,0,0.794791667,0,0.823179975,0,0.61025641,0,0.626410256,0
135,0.835555556,0,0.737196102,0,0.723876392,0,0.9,0,0.756068376,0
136,0.679761905,1,0.646170991,1,0.588636526,1,0.569230769,0,0.657435897,1
137,0.694642857,1,0.730607493,1,0.641452991,1,0.625641026,1,0.614102564,0
138,0.542261905,0,0.683869821,0,0.565742509,1,0.576923077,0,0.676709402,0
139,0.928571429,0,0.853707483,0,0.927136752,0,0.782051282,0,0.956153846,0
140,0.51547619,1,0.512517007,1,0.614598009,1,0.605128205,0,0.532264957,0
141,0.751190476,1,0.589305556,1,0.805133709,1,0.505128205,0,0.943376068,1
142,0.680891848,0,0.738192673,0,0.54827164,0,0.556410256,1,0.569444444,0
143,0.978571429,1,0.929583333,1,0.900075075,1,0.933333333,1,0.836111111,1
144,0.966666667,1,0.947678571,1,0.936752137,1,0.98974359,1,0.673333333,1
145,0.882142857,1,0.856710139,1,0.792987352,1,0.671794872,1,0.602606838,0
146,0.757142857,0,0.70202381,0,0.572164564,1,0.717948718,0,0.74508547,0
147,0.879761905,0,0.868371212,0,0.514039257,1,0.923076923,0,0.513461538,1
148,0.869897959,0,0.961845238,0,0.759401709,0,0.543589744,0,0.953846154,0
149,0.85,0,0.671130952,0,0.633375484,0,0.630769231,0,0.798504274,0
150,0.966666667,0,0.91735119,0,0.796974493,0,0.879487179,0,0.766758242,0
151,0.501190476,1,0.542202381,0,0.81025641,0,0.579487179,1,0.931794872,0
152,0.632142857,0,0.525400403,1,0.709547337,0,0.815384615,0,0.672435897,0
153,0.637229201,0,0.645903419,0,0.671564676,0,0.505128205,0,0.518034188,0
154,0.500204082,1,0.628575408,1,0.708992068,1,0.728205128,1,0.829102564,1
155,0.957142857,1,0.848162765,1,0.934529915,1,0.866666667,1,0.592307692,1
156,0.851190476,1,0.789192177,1,0.937179487,1,0.766666667,1,0.89957265,1
157,0.971428571,0,0.888392857,0,0.958974359,0,0.941025641,0,0.982051282,0
158,0.550793651,0,0.620726191,1,0.604751541,1,0.856410256,0,0.676538462,1
159,0.7,0,0.843640167,0,0.525870289,1,0.920512821,0,0.520512821,0
160,0.541666667,1,0.689065745,1,0.539860054,0,0.535897436,1,0.541153846,0
161,0.935714286,0,0.837142857,0,0.725973541,0,0.869230769,0,0.882264957,0
162,0.52797619,1,0.597587666,0,0.544073223,1,0.576923077,0,0.52457265,0
163,0.74047619,0,0.683222789,0,0.743520689,0,0.687179487,0,0.521324786,1
164,0.547619048,0,0.533591074,0,0.583434671,0,0.779487179,0,0.652564103,1
165,0.957082324,0,0.92297619,0,0.887606838,0,0.887179487,0,0.953760684,0
166,0.567857143,1,0.585956633,1,0.638333333,1,0.582051282,1,0.689529915,1
167,0.59047619,1,0.587295316,1,0.534114979,0,0.602564103,1,0.724358974,1
168,0.660714286,1,0.660178571,1,0.966666667,1,0.869230769,1,0.522136752,0
169,0.581132756,1,0.638562514,1,0.624758937,1,0.566666667,0,0.648034188,1
170,0.577380952,1,0.52914716,1,0.586616513,1,0.705128205,1,0.553418803,1
171,0.663095238,0,0.769481293,0,0.581623932,0,0.543589744,0,0.884529915,0
172,0.75,0,0.614251701,0,0.511104635,1,0.720512821,0,0.685726496,0
173,0.794047619,0,0.859404762,0,0.659615385,0,0.687179487,0,0.893803419,0
174,0.964285714,0,0.756973734,0,0.819373269,0,0.856410256,0,0.76965812,0
175,0.860714286,1,0.825620748,1,0.76021561,0,0.838461538,1,0.746794872,1
176,0.690729167,0,0.769683009,0,0.557919448,1,0.723076923,0,0.707051282,0
177,0.825969803,0,0.786683673,0,0.911476886,0,0.653846154,0,0.737649573,0
178,0.839285714,0,0.911339286,0,0.696557574,0,0.961538462,0,0.612264957,0
179,0.742857143,1,0.768065476,1,0.871093454,0,0.969230769,1,0.581196581,1
180,0.548333333,1,0.506243213,0,0.537728165,1,0.505128205,1,0.543376068,1
181,0.71547619,0,0.615085232,0,0.788662523,0,0.633333333,0,0.525641026,0
182,0.613095238,1,0.759195928,1,0.624145299,1,0.764102564,1,0.536111111,0
183,0.917857143,1,0.892933673,1,0.837179487,1,0.705128205,1,0.668803419,0
184,0.964285714,0,0.913809524,0,0.945176217,0,0.915384615,0,0.961538462,0
185,0.953571429,0,0.897202381,0,0.717563092,0,0.958974359,0,0.519700855,1
186,0.779761905,1,0.693001701,0,0.88974359,1,0.5,0,0.956410256,1
187,0.506730769,0,0.655571973,0,0.548267088,1,0.602564103,0,0.567435897,1
188,0.804761905,0,0.684370748,0,0.503382173,0,0.520512821,0,0.749871795,0
189,0.798809524,0,0.890170068,0,0.611825276,0,0.866666667,0,0.616581197,1
190,0.603571429,1,0.77637706,1,0.753113635,1,0.597435897,1,0.657136752,1
191,0.775,0,0.61982393,1,0.582660387,1,0.6,1,0.626153846,0
192,0.616666667,0,0.643779762,0,0.605905841,0,0.574358974,0,0.504413919,1
193,0.673809524,0,0.509991497,1,0.676053359,0,0.769230769,0,0.515811966,0
194,0.686904762,1,0.577321429,1,0.790598291,0,0.541025641,1,0.763846154,1
195,0.935714286,0,0.971130952,0,0.716666667,0,0.861538462,0,0.984615385,0
196,0.647462062,0,0.566649184,0,0.615860037,0,0.538461538,0,0.525,1
197,0.964285714,0,0.974166667,0,0.957051282,0,0.992307692,0,0.937606838,0
198,0.607142857,0,0.52103725,0,0.508050184,0,0.597435897,0,0.505641026,0
199,0.719047619,1,0.78247449,1,0.519142785,0,0.615384615,1,0.765598291,1
200,0.696211053,0,0.848854041,0,0.573958333,1,0.887179487,0,0.731623932,1
201,0.845238095,0,0.796227667,0,0.774575845,0,0.797435897,0,0.835897436,0
202,0.885714286,1,0.898826531,1,0.693597429,1,0.766666667,1,0.868803419,1
203,0.96547619,1,0.802261478,1,0.888440629,1,0.725641026,1,0.844871795,1
204,0.841666667,1,0.848915816,1,0.530226035,1,0.756410256,1,0.76541514,1
205,0.829761905,1,0.675212585,1,0.59903518,0,0.851282051,1,0.507051282,0
206,0.885714286,1,0.792389456,1,0.718846168,1,0.735897436,1,0.524786325,1
207,0.50952381,1,0.605059938,0,0.898491764,0,0.720512821,1,0.740853322,0
208,0.551190476,1,0.709940476,1,0.729602847,0,0.782051282,1,0.511752137,0
209,0.823214286,0,0.864203148,0,0.593474354,0,0.825641026,0,0.512136752,1
210,0.932142857,1,0.957619048,1,0.961282051,1,0.971794872,1,0.81025641,1
211,0.807142857,1,0.798039966,1,0.819040603,1,0.692307692,1,0.677564103,1
212,0.697619048,1,0.656681548,1,0.716666667,1,0.68974359,1,0.754273504,1
213,0.577810559,0,0.539945498,0,0.621638426,0,0.738461538,0,0.781196581,0
214,0.680952381,0,0.747656841,0,0.570407365,0,0.694871795,0,0.631196581,1
215,0.658928571,1,0.71028014,1,0.551474124,0,0.741025641,1,0.711538462,1
216,0.977380952,0,0.976904762,0,0.693810835,0,0.948717949,0,0.947106227,0
217,0.855357143,0,0.771360085,0,0.873127365,0,0.825641026,0,0.806153846,0
218,0.826785714,0,0.603733431,0,0.791791597,0,0.846153846,0,0.827136752,0
219,0.958928571,0,0.93670068,0,0.677581313,0,0.820512821,0,0.502905983,0
220,0.944047619,0,0.740684524,0,0.685700026,0,0.930769231,0,0.682692308,1
221,0.814880952,0,0.740238095,0,0.85946047,0,0.702564103,0,0.968376068,0
222,0.654323653,1,0.539100057,0,0.575862068,1,0.641025641,0,0.75,1
223,0.661129149,0,0.787410955,0,0.576114394,1,0.738461538,0,0.56491453,0
224,0.771428571,1,0.575595238,0,0.639957265,1,0.6,1,0.906111111,1
225,0.560714286,0,0.503692038,0,0.548201262,0,0.633333333,0,0.774145299,0
226,0.61,0,0.615,0,0.742486328,0,0.658974359,0,0.598119658,0
227,0.964285714,0,0.730598545,0,0.801485734,0,0.948717949,0,0.834188034,0
228,0.971428571,1,0.738086735,1,0.919230769,1,0.676923077,1,0.992307692,1
229,0.635714286,1,0.873180272,1,0.788247863,0,0.582051282,0,0.743376068,1
230,0.696245421,1,0.728541667,1,0.585153298,1,0.525641026,0,0.707051282,1
231,0.59702381,0,0.666692177,0,0.679348908,1,0.625641026,0,0.527350427,1
232,0.880952381,0,0.935416667,0,0.517360953,1,0.917948718,0,0.67025641,0
233,0.891666667,1,0.657222222,1,0.835878101,1,0.802564103,1,0.864316239,1
234,0.787087912,0,0.693575009,1,0.791012486,0,0.833333333,0,0.676066998,0
235,0.604960317,0,0.824415628,0,0.743896784,1,0.820512821,0,0.713675214,1
236,0.64,1,0.65019983,1,0.551077674,1,0.569230769,1,0.65982906,1
237,0.791666667,0,0.791037415,0,0.582537123,0,0.633333333,0,0.924358974,0
238,0.935714286,0,0.924787415,0,0.901068376,0,0.733333333,0,0.996153846,0
239,0.942857143,1,0.896683673,1,0.651282051,1,0.907692308,1,0.963675214,1
240,0.741798721,1,0.634161662,1,0.586270298,1,0.520512821,1,0.568803419,0
241,0.839285714,0,0.803892628,0,0.881498425,0,0.830769231,0,0.826923077,0
242,0.5375,1,0.571042777,1,0.760273462,1,0.751282051,0,0.757521368,1
243,0.800336293,0,0.772546709,0,0.792488635,0,0.502564103,0,0.70982906,0
244,0.6,1,0.658855801,1,0.572786874,1,0.715384615,1,0.527991453,0
245,0.715,1,0.54271645,0,0.777394402,0,0.643589744,1,0.785897436,0
246,0.578571429,1,0.554868512,1,0.553254168,0,0.51025641,0,0.506623932,1
247,0.508882784,0,0.544276961,0,0.500040979,1,0.684615385,1,0.543888889,0
248,0.908333333,0,0.956964286,0,0.554273504,0,0.958974359,0,0.671111111,0
249,0.859321674,0,0.900603699,0,0.775432912,0,0.905128205,0,0.831196581,0
250,0.594387117,1,0.526299553,0,0.66801776,0,0.656410256,1,0.512008547,1
251,0.964285714,1,0.940918367,1,0.837572271,1,0.823076923,1,0.824358974,1
252,0.50952381,0,0.639255952,1,0.725698297,0,0.725641026,0,0.605769231,0
253,0.964285714,0,0.895462963,0,0.874231626,0,0.882051282,0,0.552991453,0
254,0.917857143,0,0.947763133,0,0.72619425,0,0.915384615,0,0.635598291,0
255,0.927874564,0,0.808630952,0,0.782195027,0,0.853846154,0,0.56965812,0
256,0.729013605,1,0.670992772,1,0.761497388,1,0.792307692,1,0.527307692,0
257,0.939285714,1,0.846119448,1,0.938034188,1,0.797435897,1,0.938034188,1
258,0.772517422,0,0.746791383,0,0.797171708,0,0.579487179,0,0.550854701,1
259,0.907142857,1,0.910892857,1,0.785771083,1,0.576923077,1,0.98034188,1
260,0.75297619,1,0.640131803,1,0.712073538,1,0.792307692,1,0.643376068,0
261,0.95,0,0.962797619,0,0.742608372,0,0.958974359,0,0.810042735,0
262,0.935714286,0,0.73167517,0,0.879272967,0,0.753846154,0,0.791880342,0
263,0.72202381,0,0.721964286,0,0.739957265,1,0.566666667,0,0.611965812,1
264,0.928571429,0,0.930238095,0,0.941880342,0,0.91025641,0,0.980512821,0
265,0.764285714,0,0.733988095,0,0.580154546,1,0.925641026,0,0.644017094,1
266,0.969642857,0,0.964345238,0,0.749625968,0,0.897435897,0,0.983333333,0
267,0.614761905,1,0.570284864,1,0.701965812,1,0.697435897,1,0.707435897,1
268,0.579761905,1,0.55258413,1,0.6746091,0,0.587179487,1,0.559188034,1
269,0.624642857,0,0.674898634,0,0.508795483,0,0.676923077,0,0.575,1
270,0.501190476,1,0.500459184,0,0.528974359,1,0.579487179,1,0.527118437,0
271,0.689081633,0,0.595781282,0,0.744711274,0,0.623076923,0,0.578846154,0
272,0.856547619,0,0.763388605,0,0.65371575,0,0.630769231,0,0.671153846,0
273,0.628571429,0,0.688806391,1,0.623023992,0,0.687179487,1,0.782478632,0
274,0.782142857,1,0.850860329,1,0.688034188,0,0.766666667,1,0.503632479,1
275,0.530714286,0,0.54297619,1,0.663504274,0,0.530769231,0,0.832905983,0
276,0.716071429,1,0.629143991,1,0.728418803,1,0.797435897,1,0.882435897,1
277,0.741666667,1,0.76787663,1,0.526780414,0,0.520512821,1,0.501495726,1
278,0.601190476,1,0.758422619,1,0.814012259,0,0.746153846,1,0.631837607,0
279,0.666666667,0,0.62672619,0,0.598528713,1,0.582051282,1,0.711752137,0
280,0.935714286,1,0.862508503,1,0.858468452,1,0.766666667,1,0.89465812,1
281,0.734956889,0,0.677310663,0,0.695011222,1,0.805128205,0,0.542051282,0
282,0.985714286,0,0.95125,0,0.773237567,0,0.923076923,0,0.983333333,0
283,0.846428571,0,0.751666667,0,0.760042735,0,0.912820513,0,0.815726496,0
284,0.549734789,0,0.741344679,0,0.535707665,1,0.779487179,0,0.637179487,1
285,0.921428571,1,0.830565476,1,0.764244601,1,0.764102564,1,0.609175824,1
286,0.867857143,1,0.924880952,1,0.603628957,0,0.823076923,1,0.602564103,1
287,0.830952381,1,0.66917517,1,0.560827904,1,0.512820513,0,0.777136752,0
288,0.888095238,0,0.887559524,0,0.50198325,0,0.925641026,0,0.645299145,0
289,0.570833333,1,0.622845547,0,0.500782835,0,0.617948718,0,0.771794872,1
290,0.77484127,0,0.883919032,0,0.512574627,1,0.715384615,0,0.559401709,1
291,0.96547619,0,0.931429526,0,0.632985535,0,0.961538462,0,0.779487179,0
292,0.707142857,0,0.581477273,0,0.849513998,0,0.833333333,0,0.825213675,0
293,0.964285714,1,0.954761905,1,0.991025641,1,0.992307692,1,0.951367521,1
294,0.766666667,0,0.932857143,0,0.604374751,1,0.912820513,0,0.561367521,1
295,0.691309524,0,0.603673469,0,0.578386893,1,0.602564103,0,0.615555556,0
296,0.877380952,0,0.800119048,0,0.635294756,0,0.728205128,0,0.805982906,0
297,0.725,0,0.697457483,0,0.833839869,0,0.705128205,1,0.68034188,0
298,0.518611111,1,0.532051303,1,0.515981188,1,0.530769231,0,0.727350427,1
299,0.910119048,1,0.86542517,1,0.835915281,1,0.6,1,0.858333333,1
300,0.88787772,0,0.811785714,0,0.919230769,0,0.856410256,0,0.909102564,0
301,0.971428571,1,0.957457483,1,0.648376068,1,0.946153846,1,0.977350427,1
302,0.563809524,1,0.691904762,0,0.651319175,0,0.584615385,0,0.693803419,1
303,0.505952381,0,0.664826661,0,0.682554945,0,0.528205128,1,0.524267399,0
304,0.676666667,0,0.613954086,0,0.628243504,0,0.661538462,0,0.585641026,0
305,0.954761905,0,0.945806878,0,0.851003367,0,0.782051282,0,0.628205128,0
306,0.9625,1,0.857142857,1,0.885249859,1,0.812820513,1,0.536111111,1
307,0.964285714,0,0.9532508,0,0.683338171,0,0.958974359,0,0.901495726,0
308,0.808928571,1,0.508224206,0,0.693418267,0,0.669230769,1,0.548333333,1
309,0.546428571,0,0.507944862,1,0.6366709,0,0.7,1,0.541452991,1
310,0.969642857,0,0.835857297,0,0.718896923,0,0.605128205,0,0.542094017,0
311,0.602380952,1,0.539872449,0,0.596399221,0,0.741025641,1,0.557051282,0
312,0.6375,1,0.579375,1,0.84381347,1,0.507692308,1,0.841452991,1
313,0.947619048,1,0.907222222,1,0.832426566,1,0.697435897,1,0.995726496,1
314,0.752380952,1,0.686422902,1,0.701604732,0,0.541025641,1,0.716239316,1
315,0.873809524,1,0.863767007,1,0.833521397,1,0.817948718,1,0.926923077,1
316,0.964285714,1,0.938690476,1,0.524548768,0,0.78974359,1,0.945726496,1
317,0.963095238,0,0.952042522,0,0.770654891,0,0.982051282,0,0.628888889,0
318,0.714761905,1,0.549769164,0,0.639598605,1,0.515384615,0,0.545512821,1
319,0.90952381,0,0.917172619,0,0.870412206,0,0.920512821,0,0.808333333,0
320,0.976785714,0,0.917823129,0,0.891778636,0,0.802564103,0,0.745726496,0
321,0.815969803,0,0.744642857,0,0.652862561,0,0.676923077,0,0.701923077,0
322,0.907142857,1,0.878869048,1,0.960683761,1,0.941025641,1,0.926282051,1
323,0.914285714,1,0.952678571,1,0.577527793,1,0.928205128,1,0.623717949,1
324,0.964285714,0,0.970416667,0,0.942948718,0,0.948717949,0,0.961965812,0
325,0.675,1,0.704243197,1,0.534401709,1,0.676923077,1,0.559102564,0
326,0.635714286,1,0.603899087,1,0.844133459,1,0.753846154,1,0.626068376,0
327,0.792857143,1,0.658222789,1,0.64311495,1,0.646153846,1,0.562820513,0
328,0.654761905,0,0.592667749,0,0.789871795,0,0.805128205,0,0.675213675,0
329,0.652380952,0,0.563216684,1,0.838788202,0,0.620512821,0,0.593589744,0
330,0.967857143,0,0.904375,0,0.830414704,0,0.884615385,0,0.680128205,0
331,0.511904762,1,0.528917034,0,0.609120098,1,0.533333333,0,0.739316239,0
332,0.735714286,1,0.506016156,1,0.680798323,0,0.687179487,1,0.802747253,0
