index,probability_gcforest,label_gcforest,probability_logistic,label_logistic,probability_mlp,label_mlp,probability_random_forest,label_random_forest,probability_svm,label_svm
119,0.842123377,1,0.684366464,0,0.98181209,0,0.922619048,1,0.715357644,0
120,0.945265458,0,0.640254923,0,0.99991533,0,0.99047619,0,0.692266149,0
121,0.77332935,0,0.549773716,0,0.536410683,1,0.599843014,0,0.545130359,0
122,0.819888304,1,0.516663384,0,0.918429534,1,0.67481685,1,0.519062973,0
123,0.759716397,0,0.546139396,0,0.990207759,0,0.83608631,0,0.559872927,0
124,0.921407358,0,0.763164558,0,0.999934613,0,0.805153061,0,0.803070313,0
125,0.690051791,1,0.587932518,0,0.889583666,0,0.778571429,1,0.596534175,0
126,0.945265458,0,0.714635433,0,0.999938804,0,0.975,0,0.752402824,0
127,0.586648315,1,0.614234428,0,0.997061872,1,0.610714286,0,0.615796707,0
128,0.850638668,0,0.606261339,0,0.883854685,1,0.693247863,0,0.606321091,0
129,0.779483131,1,0.61317658,0,0.797912668,1,0.642857143,0,0.632479599,0
130,0.882407509,0,0.514240689,0,0.650099359,0,0.82953869,0,0.538875984,0
131,0.684253262,1,0.510743298,1,0.995321704,0,0.671428571,0,0.507057535,1
132,0.965024301,0,0.724457669,0,0.995441435,0,0.874599331,0,0.740695633,0
133,0.613550748,0,0.571902646,0,0.565999032,0,0.641666667,0,0.591297777,0
134,0.662612916,0,0.64889413,0,0.980763973,0,0.876190476,0,0.685393667,0
135,0.784882761,0,0.594289238,0,0.958888873,1,0.835555556,0,0.615725794,0
136,0.590273148,0,0.549381447,0,0.874812468,1,0.679761905,1,0.532522657,0
137,0.798744479,1,0.595434653,0,0.952025596,1,0.694642857,1,0.555336045,0
138,0.600471745,0,0.517948446,0,0.988500702,0,0.542261905,0,0.514916228,0
139,0.650239128,0,0.769792749,0,0.999950958,0,0.928571429,0,0.795315273,0
140,0.812374897,1,0.616863301,0,0.84057024,0,0.51547619,1,0.604362217,0
141,0.632633366,0,0.599584317,1,0.99956946,1,0.751190476,1,0.593620311,1
142,0.905002639,0,0.704870919,0,0.988950676,0,0.680891848,0,0.720750393,0
143,0.758230303,1,0.55071486,0,0.990712147,0,0.978571429,1,0.651676936,0
144,0.898024816,1,0.529052737,0,0.962792747,0,0.966666667,1,0.639990938,0
145,0.893151467,1,0.67977221,0,0.718757469,0,0.882142857,1,0.692552236,0
146,0.809996031,0,0.655399423,0,0.99999861,0,0.757142857,0,0.678710184,0
147,0.687935728,0,0.890727975,1,0.964036003,0,0.879761905,0,0.885296705,1
148,0.883062685,0,0.67655804,1,0.999999898,1,0.869897959,0,0.646542412,1
149,0.801412223,0,0.621640492,0,0.992853271,1,0.85,0,0.637870071,0
150,0.862048378,0,0.530848914,0,0.999999868,1,0.966666667,0,0.554828425,1
151,0.638811455,1,0.75753122,0,0.810016179,0,0.501190476,1,0.742650869,0
152,0.710201152,0,0.577186469,0,0.868333915,0,0.632142857,0,0.602369629,0
153,0.822424981,0,0.616791818,0,0.996400683,0,0.637229201,0,0.634046549,0
154,0.563051956,0,0.566209668,0,0.778355664,0,0.500204082,1,0.561391066,0
155,0.731850364,1,0.557392862,0,0.977406381,1,0.957142857,1,0.549719001,0
156,0.674648701,1,0.812806151,1,0.999992535,1,0.851190476,1,0.750833709,1
157,0.571873309,0,0.835274674,0,0.999999999,0,0.971428571,0,0.775016143,0
158,0.671898194,0,0.648219967,0,0.529810352,1,0.550793651,0,0.629883537,0
159,0.984689069,0,0.673905641,0,0.959661971,0,0.7,0,0.685332186,0
160,0.744368599,1,0.606227989,1,0.999662173,0,0.541666667,1,0.621868928,1
161,0.918506808,0,0.672140834,0,0.998066296,0,0.935714286,0,0.70273944,0
162,0.609780651,0,0.578482667,1,0.996836711,0,0.52797619,1,0.577428782,1
163,0.779711657,0,0.714413694,0,0.708887762,0,0.74047619,0,0.734967277,0
164,0.604762065,0,0.538837232,0,0.999343598,1,0.547619048,0,0.5,1
165,0.886045047,0,0.832886499,0,0.999999913,0,0.957082324,0,0.784921819,0
166,0.808813261,1,0.603793263,0,0.963775402,0,0.567857143,1,0.585602261,0
167,0.704071437,0,0.570989436,0,0.924644043,0,0.59047619,1,0.60552764,0
168,0.858355535,1,0.607725899,0,0.92622882,1,0.660714286,1,0.66791229,0
169,0.81060086,1,0.604158813,0,0.592807941,1,0.581132756,1,0.595378054,0
170,0.680132344,1,0.575900312,1,0.740804141,0,0.577380952,1,0.536579566,1
171,0.77491396,0,0.81247031,0,0.999999923,0,0.663095238,0,0.825037159,0
172,0.76970086,0,0.560172471,0,0.935270951,0,0.75,0,0.558372809,0
173,0.67828272,0,0.589968494,1,0.998158839,1,0.794047619,0,0.620979147,1
174,0.855814838,0,0.596844725,0,0.752638316,0,0.964285714,0,0.601040338,0
175,0.844664213,1,0.567154874,0,0.899665597,1,0.860714286,1,0.535298859,0
176,0.702918585,0,0.516643293,0,0.712871094,1,0.690729167,0,0.521540844,0
177,0.618285387,0,0.68337568,0,0.998189155,0,0.825969803,0,0.73286304,0
178,0.818385627,0,0.637870083,1,0.989744466,0,0.839285714,0,0.613508424,1
179,0.874959282,1,0.588951801,0,0.999273809,0,0.742857143,1,0.687845623,0
180,0.803784897,0,0.617893107,1,0.951781572,0,0.548333333,1,0.613408173,1
181,0.795659528,0,0.655455185,0,0.922670469,0,0.71547619,0,0.691001855,0
182,0.842507462,1,0.677064178,0,0.783074404,1,0.613095238,1,0.642486337,0
183,0.904694932,1,0.537823629,1,0.632591379,1,0.917857143,1,0.533651873,1
184,0.858665252,0,0.642748135,0,0.999810766,0,0.964285714,0,0.690219452,0
185,0.855814838,0,0.609789526,0,0.931435405,0,0.953571429,0,0.63389482,0
186,0.728322379,0,0.620965947,0,0.972994045,1,0.779761905,1,0.526300549,0
187,0.825433566,0,0.509478404,1,0.982175876,0,0.506730769,0,0.5,1
188,0.701749402,0,0.609217207,0,0.999998614,0,0.804761905,0,0.655482121,0
189,0.91380917,0,0.584396612,0,0.992492492,1,0.798809524,0,0.506475835,1
190,0.6920275,1,0.5453502,1,0.966546496,0,0.603571429,1,0.52019685,0
191,0.887638545,1,0.607415792,1,0.945080545,0,0.775,0,0.612918311,1
192,0.779848696,1,0.731797558,0,0.869325169,1,0.616666667,0,0.76629267,0
193,0.637656022,0,0.577508068,0,0.996950125,0,0.673809524,0,0.620142494,0
194,0.860348357,1,0.504354253,1,0.687144422,0,0.686904762,1,0.547408887,0
195,0.818653702,0,0.682677994,1,1,1,0.935714286,0,0.595880869,1
196,0.788716575,0,0.559487856,0,0.637150742,1,0.647462062,0,0.564495114,0
197,0.966132771,0,0.546584763,1,0.999939126,1,0.964285714,0,0.540585366,1
198,0.709628849,0,0.505401547,0,0.93643772,1,0.607142857,0,0.526273796,0
199,0.744785683,0,0.646716611,0,0.943816524,1,0.719047619,1,0.641525214,0
200,0.91890311,0,0.568034477,0,0.999229276,0,0.696211053,0,0.515055132,0
201,0.630645095,0,0.616495288,0,0.955785156,0,0.845238095,0,0.659618429,0
202,0.829194509,1,0.671928933,1,0.585687289,1,0.885714286,1,0.636896677,1
203,0.874742258,1,0.565968607,0,0.569870677,1,0.96547619,1,0.539626974,0
204,0.829661563,1,0.764958866,1,0.994675611,1,0.841666667,1,0.71839796,1
205,0.782342438,1,0.552320297,0,0.855986315,0,0.829761905,1,0.58451868,0
206,0.717266154,1,0.566409612,0,0.966113531,1,0.885714286,1,0.577347229,0
207,0.73803107,0,0.615334076,0,0.565772048,1,0.50952381,1,0.599074927,0
208,0.566729003,0,0.510052931,1,0.530772112,1,0.551190476,1,0.535782748,1
209,0.840146317,0,0.542131405,0,0.986125053,1,0.823214286,0,0.560643947,0
210,0.911597091,1,0.64735473,1,0.974482378,1,0.932142857,1,0.709220997,1
211,0.763345665,1,0.721977043,0,0.783012347,1,0.807142857,1,0.734175123,0
212,0.725243922,0,0.753073016,0,0.999997402,0,0.697619048,1,0.761647171,0
213,0.815802836,0,0.514645704,0,0.828216209,0,0.577810559,0,0.530856746,0
214,0.651581966,0,0.700596228,1,0.98480003,0,0.680952381,0,0.669746792,1
215,0.822797028,1,0.653199375,1,0.875103204,1,0.658928571,1,0.668749174,1
216,0.945265458,0,0.728442405,0,0.999881053,0,0.977380952,0,0.775024323,0
217,0.693711848,0,0.557013449,0,0.996452408,1,0.855357143,0,0.540881384,0
218,0.523415563,1,0.565743976,1,0.844093051,0,0.826785714,0,0.589463755,1
219,0.792111408,0,0.640336056,0,0.554869494,1,0.958928571,0,0.613691554,0
220,0.91101895,0,0.734495948,0,0.978206258,0,0.944047619,0,0.759577506,0
221,0.756033158,0,0.697025989,0,0.999999071,0,0.814880952,0,0.714300715,0
222,0.786455856,0,0.523017038,1,0.979098495,1,0.654323653,1,0.511374218,1
223,0.679525446,0,0.586771953,0,0.589431579,0,0.661129149,0,0.601346102,0
224,0.632086623,0,0.62659984,1,0.584529828,0,0.771428571,1,0.561440284,1
225,0.790195076,0,0.542934328,1,0.980815552,0,0.560714286,0,0.532045027,1
226,0.580484572,0,0.604685331,0,0.978026296,1,0.61,0,0.535820099,0
227,0.967830308,0,0.692259078,0,0.989599944,0,0.964285714,0,0.738363736,0
228,0.71511132,0,0.727195138,1,0.86047963,1,0.971428571,1,0.673389185,1
229,0.83385073,1,0.554009786,1,0.518527219,1,0.635714286,1,0.564686602,0
230,0.770087188,1,0.573283927,1,0.954890557,1,0.696245421,1,0.561253758,1
231,0.910514002,0,0.599334863,0,0.999906147,0,0.59702381,0,0.633541286,0
232,0.778786457,0,0.904165886,1,0.999992197,0,0.880952381,0,0.883431853,1
233,0.686763887,1,0.71885299,1,0.999988174,1,0.891666667,1,0.667582349,1
234,0.791571466,1,0.516711129,0,0.949988603,0,0.787087912,0,0.5,1
235,0.648065329,0,0.657488825,0,0.974213594,0,0.604960317,0,0.677296088,0
236,0.627353819,0,0.744186624,0,0.539562017,1,0.64,1,0.73700007,0
237,0.804893316,0,0.745139089,0,0.999090829,0,0.791666667,0,0.777247827,0
238,0.804877139,0,0.855689505,0,0.999974927,0,0.935714286,0,0.861356038,0
239,0.903706136,1,0.812627986,1,0.999988105,1,0.942857143,1,0.751860645,1
240,0.712163266,0,0.646348322,0,0.692704685,0,0.741798721,1,0.643068063,0
241,0.829511705,0,0.511357598,1,0.583466096,1,0.839285714,0,0.5,1
242,0.580781009,0,0.669824346,0,0.985565994,1,0.5375,1,0.666785128,0
243,0.659686943,0,0.596426251,0,0.960492374,0,0.800336293,0,0.603899771,0
244,0.678741435,0,0.537944448,1,0.886461687,0,0.6,1,0.519808229,1
245,0.804675594,1,0.561875247,0,0.999599511,1,0.715,1,0.522569173,0
246,0.670959547,1,0.54662854,1,0.904683937,1,0.578571429,1,0.53297887,1
247,0.603147839,0,0.560700964,1,0.989450402,0,0.508882784,0,0.559996329,1
248,0.804349915,1,0.522874531,1,0.998619719,1,0.908333333,0,0.536538831,0
249,0.983910375,0,0.606890801,0,0.762624713,0,0.859321674,0,0.622037293,0
250,0.522090141,1,0.508133854,0,0.977850226,0,0.594387117,1,0.510329179,1
251,0.920491318,1,0.660159981,1,0.990575466,1,0.964285714,1,0.655162651,1
252,0.814045747,1,0.640310124,0,0.8593204,0,0.50952381,0,0.628817793,0
253,0.973312198,0,0.628777046,0,0.812439268,0,0.964285714,0,0.652677357,0
254,0.8775988,0,0.743424702,0,0.983349417,0,0.917857143,0,0.757869793,0
255,0.625524679,0,0.816000348,0,0.72177413,0,0.927874564,0,0.839971459,0
256,0.671216884,1,0.630493259,1,0.686828089,0,0.729013605,1,0.632741363,1
257,0.843711278,1,0.643398183,1,0.999999592,1,0.939285714,1,0.611401902,1
258,0.828361214,1,0.542832704,0,0.502245197,1,0.772517422,0,0.543047616,0
259,0.824801786,1,0.630788703,1,0.999999581,1,0.907142857,1,0.67593692,1
260,0.651237169,0,0.611264722,0,0.90179272,0,0.75297619,1,0.657049102,0
261,0.649146037,0,0.776424172,1,0.998899738,0,0.95,0,0.756415524,1
262,0.741388102,0,0.58798858,0,0.856243703,0,0.935714286,0,0.623507502,0
263,0.675040877,0,0.720266789,0,0.99999993,0,0.72202381,0,0.737011806,0
264,0.706360713,0,0.570746359,0,0.977790945,1,0.928571429,0,0.624166589,0
265,0.620759141,0,0.668129095,0,0.994558136,0,0.764285714,0,0.731815688,0
266,0.979978641,0,0.718232211,0,0.999960382,0,0.969642857,0,0.760942035,0
267,0.766410742,1,0.87175904,1,0.999999986,1,0.614761905,1,0.868295063,1
268,0.663327935,0,0.676186591,1,0.955777983,0,0.579761905,1,0.636693671,1
269,0.565346092,0,0.640355625,1,0.589488167,0,0.624642857,0,0.630156315,1
270,0.570015863,0,0.744335045,1,0.999999854,1,0.501190476,1,0.723142348,1
271,0.832796292,0,0.611914755,0,0.967569939,0,0.689081633,0,0.640772295,0
272,0.914225137,0,0.575768802,0,0.720345996,1,0.856547619,0,0.613849205,0
273,0.803032145,1,0.608437397,0,0.906254493,0,0.628571429,0,0.581125758,0
274,0.500060067,1,0.569778017,1,0.682741031,1,0.782142857,1,0.554184332,1
275,0.684917485,1,0.536145722,1,0.954591257,0,0.530714286,0,0.545610849,1
276,0.639742179,0,0.797316229,1,0.999999995,1,0.716071429,1,0.724407333,1
277,0.628161601,0,0.630732629,1,0.791532526,0,0.741666667,1,0.661773361,1
278,0.705340557,0,0.546987321,0,0.921025055,0,0.601190476,1,0.573098347,0
279,0.659595547,0,0.718533654,0,0.978278094,0,0.666666667,0,0.731704748,0
280,0.777592233,1,0.656850961,0,0.996580362,0,0.935714286,1,0.701318021,0
281,0.737078536,0,0.648029644,0,0.999985885,0,0.734956889,0,0.648265139,0
282,0.967830308,0,0.764755738,0,0.999982913,0,0.985714286,0,0.79372375,0
283,0.554116225,0,0.75667867,0,0.9999999,0,0.846428571,0,0.681293532,0
284,0.806979311,0,0.523648185,1,0.989559034,0,0.549734789,0,0.520809185,1
285,0.907722987,1,0.595421359,0,0.740557942,1,0.921428571,1,0.603234362,0
286,0.702559492,1,0.655048043,0,0.828358549,0,0.867857143,1,0.652921026,0
287,0.793679568,1,0.609976423,0,0.989194389,0,0.830952381,1,0.599611688,0
288,0.824004201,0,0.614880425,0,0.950889155,0,0.888095238,0,0.609848677,0
289,0.842336432,0,0.500349246,0,0.964744832,1,0.570833333,1,0.526087246,0
290,0.917332169,0,0.633872189,0,0.999297538,1,0.77484127,0,0.607243696,0
291,0.982915027,0,0.562955895,0,0.781725834,0,0.96547619,0,0.570373819,0
292,0.557600841,0,0.527384676,0,0.987108755,1,0.707142857,0,0.560312809,0
293,0.829661563,1,0.557191517,0,0.991981956,1,0.964285714,1,0.625341094,0
294,0.858665252,0,0.646832799,0,0.98220015,0,0.766666667,0,0.657173992,0
295,0.922570845,0,0.641887794,0,0.999997566,0,0.691309524,0,0.672105988,0
296,0.58835401,0,0.508986887,1,0.924831584,0,0.877380952,0,0.5,1
297,0.78408692,1,0.538906957,0,0.611912668,0,0.725,0,0.590338091,0
298,0.596811373,0,0.509060755,1,0.997204656,1,0.518611111,1,0.5,1
299,0.914738892,1,0.627594369,1,0.695978589,0,0.910119048,1,0.629907274,1
300,0.982150097,0,0.885821468,0,0.999999948,0,0.88787772,0,0.90101136,0
301,0.901956255,1,0.842066125,1,0.999990198,1,0.971428571,1,0.788350349,1
302,0.586703513,0,0.544313055,1,0.999791494,1,0.563809524,1,0.608908098,1
303,0.67528037,0,0.766380078,0,0.999911529,0,0.505952381,0,0.720942864,0
304,0.559402326,0,0.627578805,0,0.502806309,1,0.676666667,0,0.631033172,0
305,0.859295324,0,0.715397163,0,0.940955211,0,0.954761905,0,0.749949646,0
306,0.881278652,1,0.605487195,0,0.817896444,0,0.9625,1,0.589463623,0
307,0.930728114,0,0.542204906,1,0.951239184,1,0.964285714,0,0.543625137,1
308,0.883161063,1,0.506069882,0,0.997164004,1,0.808928571,1,0.535473223,1
309,0.894821598,1,0.545546863,0,0.882497057,0,0.546428571,0,0.54387694,0
310,0.953222741,0,0.608256461,0,0.708471959,1,0.969642857,0,0.628752782,0
311,0.550570877,0,0.590942196,0,0.998966462,0,0.602380952,1,0.599777912,0
312,0.575997807,0,0.720525463,0,0.976603655,0,0.6375,1,0.737606088,0
313,0.89725249,1,0.665497582,1,0.99999921,1,0.947619048,1,0.70406378,1
314,0.767870459,1,0.541093052,1,0.977856856,0,0.752380952,1,0.54979414,1
315,0.76304149,1,0.825878121,1,0.999992305,1,0.873809524,1,0.795366747,1
316,0.900091045,1,0.812638557,1,0.99996266,1,0.964285714,1,0.850632494,1
317,0.982579691,0,0.557551389,0,0.929284662,0,0.963095238,0,0.596658594,0
318,0.779428447,0,0.545809789,0,0.999724741,0,0.714761905,1,0.568036308,0
319,0.895215234,0,0.803365073,0,0.999970172,0,0.90952381,0,0.823189894,0
320,0.793510188,0,0.541922945,0,0.956302824,1,0.976785714,0,0.547291797,0
321,0.618379097,0,0.542984528,1,0.998322476,0,0.815969803,0,0.530921905,1
322,0.889147305,1,0.748791315,1,0.551993616,0,0.907142857,1,0.768776419,1
323,0.794886021,1,0.571165576,1,0.734010538,0,0.914285714,1,0.51870876,1
324,0.912735004,0,0.560440464,0,0.99999973,1,0.964285714,0,0.592312587,0
325,0.791254793,1,0.644819704,1,0.973570407,0,0.675,1,0.591439945,1
326,0.721894433,1,0.520758421,1,0.991131729,1,0.635714286,1,0.538497861,1
327,0.846459075,1,0.55522317,1,0.611000746,1,0.792857143,1,0.531734716,1
328,0.734785717,1,0.560913541,0,0.990472216,1,0.654761905,0,0.599760912,0
329,0.675964613,1,0.578884719,1,0.996083452,0,0.652380952,0,0.594141438,1
330,0.982335282,0,0.571914527,0,0.942381119,0,0.967857143,0,0.584631918,0
